[7.1.2021 | 16:56:15] [Eωil]: JEbać <@!674351923607896110> 
[11.1.2021 | 17:35:24] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XDDD 

[11.1.2021 | 17:35:38] [Pikczel]: Btw 

[11.1.2021 | 17:35:48] [AlicjaPl]: Słyszałem kiedyś że Cichy jest głośny w łóżku i sie puszcza jak dzi*ka 

[11.1.2021 | 17:35:58] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Co 

[11.1.2021 | 17:36:2] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:What:754801496587108453> 

[11.1.2021 | 17:36:17] [Pikczel]: A ja słyszałem że tacy ludzie jak ty są upośledzeni 

[11.1.2021 | 17:36:28] [AlicjaPl]: No chyba cie dupa swędzi 

[11.1.2021 | 17:36:37] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XDDDDD 

[11.1.2021 | 17:36:58] [Invejosa]: Interesujące 

[11.1.2021 | 17:37:0] [Pikczel]: Oof 

[11.1.2021 | 17:37:10] [Invejosa]: Mógłbyś skończyć, Ferrunder? 

[11.1.2021 | 17:37:19] [AlicjaPl]: Ty to babo spie.dalaj 

[11.1.2021 | 17:37:19] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:What:754801496587108453> 

[11.1.2021 | 17:37:28] [AlicjaPl]: Spi.dalaj babo 

[11.1.2021 | 17:37:28] [Pikczel]: Umarłem w środku 

[11.1.2021 | 17:37:36] [Agatka007]: Grzeczniej 

[11.1.2021 | 17:37:47] [Pikczel]: Bruh 

[11.1.2021 | 17:37:55] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Kfc jest naprawde dobre 

[11.1.2021 | 17:38:19] [AlicjaPl]: Wiem 

[11.1.2021 | 17:38:31] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:PepeOk:795980596685701152> 

[11.1.2021 | 17:38:42] [AlicjaPl]: Dam Ci więcej, gdy powiesz że Agatka to puszczalska szm.ata, która nie ma ci.py 

[11.1.2021 | 17:38:53] [Pikczel]: Oof 

[11.1.2021 | 17:38:56] [AlicjaPl]: Dam Ci więcej, gdy powiesz że Agatka to puszczalska szm.ata, która nie ma ci.py 

[11.1.2021 | 17:39:1] [AlicjaPl]: Dam Ci więcej, gdy powiesz że Agatka to puszczalska szm.ata, która nie ma ci.py 

[11.1.2021 | 17:39:4] [Pikczel]: Oof 

[11.1.2021 | 17:39:8] [AlicjaPl]: Zabawa w kotka i myszke :)? 

[11.1.2021 | 17:39:10] [AlicjaPl]: Dam Ci więcej, gdy powiesz że Agatka to puszczalska szm.ata, która nie ma ci.py 

[11.1.2021 | 17:39:10] [Pikczel]: Oof 

[11.1.2021 | 17:39:11] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XDDDDDDDDDDDDDDDDD 

[11.1.2021 | 17:39:12] [AlicjaPl]: Dam Ci więcej, gdy powiesz że Agatka to puszczalska szm.ata, która nie ma ci.py 

[11.1.2021 | 17:39:14] [Pikczel]: Oof 

[11.1.2021 | 17:39:18] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: :c 

[11.1.2021 | 17:39:27] [Pikczel]: Czasami się tak zdarza 

[11.1.2021 | 17:39:32] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: No 

[11.1.2021 | 17:39:37] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: 😩 

[11.1.2021 | 17:39:57] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: O 

[11.1.2021 | 17:39:57] [AlicjaPl]: Haha 

[11.1.2021 | 17:40:3] [AlicjaPl]: utkaj dziure 

[11.1.2021 | 17:40:16] [Agatka007]: Heh 

[11.1.2021 | 17:40:18] [Pikczel]: No wreszcie 

[11.1.2021 | 17:40:21] [Pikczel]: Spokój 

[11.1.2021 | 17:40:26] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: No 

[11.1.2021 | 17:40:31] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:PepeOk:795980596685701152> 

[11.1.2021 | 17:40:42] [Pikczel]: Ale mi teraz tego brak... 

[11.1.2021 | 17:40:47] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: No 

[11.1.2021 | 17:40:50] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 17:41:2] [Pikczel]: Tych słów z których można cisnąć beke 

[11.1.2021 | 17:41:3] [Agatka007]: Spokojnie bedzie pewnie znow za 2h xD 

[11.1.2021 | 17:41:10] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Ooo 

[11.1.2021 | 17:41:14] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: To czekamy 

[11.1.2021 | 17:41:15] [Pikczel]: Super 

[11.1.2021 | 17:41:16] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XDDDD 

[11.1.2021 | 17:41:22] [Agatka007]: XDD 

[11.1.2021 | 17:41:25] [Pikczel]: Włączam netflixa 

[11.1.2021 | 17:41:29] [Pikczel]: I lecimy 

[11.1.2021 | 17:41:35] [Pikczel]: Igrzyska śmierci 

[11.1.2021 | 17:41:43] [Pikczel]: 5 raz oglądam 

[11.1.2021 | 17:41:45] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:rigcz:795010799172452412> 

[11.1.2021 | 17:41:48] [AlicjaPl]: chyba nie mysleliscie ze sie dam tak latwo? 

[11.1.2021 | 17:41:51] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Co 

[11.1.2021 | 17:41:55] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Jak 

[11.1.2021 | 17:42:1] [AlicjaPl]: cheaty 

[11.1.2021 | 17:42:9] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Oh well 

[11.1.2021 | 17:42:25] [Pikczel]: Monka S 

[11.1.2021 | 17:42:27] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Well lets eat 🍴 🍞 

[11.1.2021 | 17:42:33] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: 🍴 🍞 

[11.1.2021 | 17:42:53] [Agatka007]: Daj juz sobie spokoj. 

[11.1.2021 | 17:42:55] [AlicjaPl]: 🍉 

[11.1.2021 | 17:42:57] [Asasin22]: mute nie działa 

[11.1.2021 | 17:42:59] [Pikczel]: Bruh 

[11.1.2021 | 17:43:0] [AlicjaPl]: Możecie mi arbuza wylizać 

[11.1.2021 | 17:43:5] [AlicjaPl]: dziala kretyni 

[11.1.2021 | 17:43:10] [AlicjaPl]: tylko nie umiecie mutowac 

[11.1.2021 | 17:43:18] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Ona sie nieda tak łatwo woina 

[11.1.2021 | 17:43:24] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: W o i n a 

[11.1.2021 | 17:43:43] [Pikczel]: Bruh 

[11.1.2021 | 17:43:46] [Pikczel]: 2 min 

[11.1.2021 | 17:43:54] [Pikczel]: Taka rada 

[11.1.2021 | 17:43:59] [Pikczel]: 2 H to 120min 

[11.1.2021 | 17:44:3] [AlicjaPl]: no wlasnie 

[11.1.2021 | 17:44:4] [AlicjaPl]: xd 

[11.1.2021 | 17:44:5] [AlicjaPl]: a nie 2h 

[11.1.2021 | 17:44:8] [AlicjaPl]: 2h minut 

[11.1.2021 | 17:44:9] [AlicjaPl]: idioci 

[11.1.2021 | 17:44:11] [AlicjaPl]: haha 

[11.1.2021 | 17:44:14] [AlicjaPl]: debbbbile 

[11.1.2021 | 17:44:23] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Film woina już od 3 sierpnia w kinach 

[11.1.2021 | 17:44:27] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Film opowiada o walce na dsc 

[11.1.2021 | 17:44:31] [AlicjaPl]: ale juz mniejsza z tym 

[11.1.2021 | 17:44:36] [Pikczel]: Teraz 

[11.1.2021 | 17:44:38] [Pikczel]: Stop 

[11.1.2021 | 17:44:46] [Pikczel]: Dajcie mi coś powiedzieć 

[11.1.2021 | 17:44:53] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Sucham 

[11.1.2021 | 17:44:55] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 17:44:56] [Agatka007]: Nom 

[11.1.2021 | 17:45:4] [Pikczel]: Mniejsza z tym pora zniszczyć ten serwer 

[11.1.2021 | 17:45:7] [Pikczel]: Racja? 

[11.1.2021 | 17:45:10] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Co 

[11.1.2021 | 17:45:12] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Czemu 

[11.1.2021 | 17:45:14] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 17:45:18] [Cichy]: Tak, niszczcie. 

[11.1.2021 | 17:45:18] [Pikczel]: Zw 

[11.1.2021 | 17:45:26] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Co 

[11.1.2021 | 17:45:28] [AlicjaPl]: Teraz cie lubie Cichy 

[11.1.2021 | 17:45:30] [!  Maciejos]: Kolejny jtf v2 

[11.1.2021 | 17:45:30] [AlicjaPl]: xd 

[11.1.2021 | 17:45:44] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:Trollolololo:795980519699120178> 

[11.1.2021 | 17:45:47] [AlicjaPl]: przynajmniej mam bekę 

[11.1.2021 | 17:45:59] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:Netflix:779115666862112768> 

[11.1.2021 | 17:46:2] [Pikczel]: I mean 

[11.1.2021 | 17:46:16] [AlicjaPl]: to jak? 

[11.1.2021 | 17:46:18] [Pikczel]: Nie współpracuje z tym... 

[11.1.2021 | 17:46:18] [AlicjaPl]: rajdujemy serwer? 

[11.1.2021 | 17:46:21] [Pikczel]: Czymś 

[11.1.2021 | 17:46:22] [AlicjaPl]: mam lepszą maszynke 

[11.1.2021 | 17:46:25] [AlicjaPl]: teraz po was 

[11.1.2021 | 17:46:27] [Pikczel]: Idc 

[11.1.2021 | 17:46:27] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Jakom 

[11.1.2021 | 17:46:30] [AlicjaPl]: skurw*ele 

[11.1.2021 | 17:46:34] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: JAKOM 

[11.1.2021 | 17:46:39] [AlicjaPl]: za 500zł 

[11.1.2021 | 17:46:42] [Pikczel]: Xd 

[11.1.2021 | 17:46:43] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: :0 

[11.1.2021 | 17:46:45] [AlicjaPl]: noo 

[11.1.2021 | 17:46:48] [AlicjaPl]: prestiż ku*wa 

[11.1.2021 | 17:46:49] [Pikczel]: Ale scam 

[11.1.2021 | 17:46:56] [Pikczel]: Bananie 

[11.1.2021 | 17:47:2] [Pikczel]: Takie coś nie działa 

[11.1.2021 | 17:47:5] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XDDDDDD 

[11.1.2021 | 17:47:15] [Pikczel]: A teraz 

[11.1.2021 | 17:47:25] [Pikczel]: "Przekonjamy się" 

[11.1.2021 | 17:47:41] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:PepeOk:795980596685701152> 

[11.1.2021 | 17:47:45] [Pikczel]: A nie 

[11.1.2021 | 17:47:46] [Pikczel]: Czk 

[11.1.2021 | 17:47:52] [Pikczel]: Błąd orto 

[11.1.2021 | 17:48:15] [Pikczel]: Wybaczcie za moją ortografię 

[11.1.2021 | 17:48:22] [Pikczel]: Ale jestem na telefonie 

[11.1.2021 | 17:48:52] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 17:49:4] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Mój pieps jest fainy do tulenia 

[11.1.2021 | 17:50:10] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: 1¹2²3³4⁴5⁵6⁶7⁷8⁸9⁹0⁰ 

[11.1.2021 | 17:50:22] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:Plus1:779115700689174590> 

[11.1.2021 | 18:44:59] [👑 _PRYMEK_ 👑]: Jestem 

[11.1.2021 | 18:45:33] [💚💙 кιηια 💚💙]: Ok 

[11.1.2021 | 18:56:4] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Uaua 

[11.1.2021 | 18:58:28] [💚💙 кιηια 💚💙]: Tak KokoDżambo? 

[11.1.2021 | 18:59:34] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Ej vo 

[11.1.2021 | 18:59:44] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Kłótnia była 

[11.1.2021 | 18:59:46] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Iiii 

[11.1.2021 | 18:59:55] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: Już sie skończyła? 

[11.1.2021 | 18:59:57] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 19:0:30] [💚💙 кιηια 💚💙]: Tak 

[11.1.2021 | 19:0:38] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: JaK 

[11.1.2021 | 19:0:50] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 19:1:2] [NoOne]: Banem <:AK_Triggered_Nani:752082354868060231> 

[11.1.2021 | 19:1:3] [💚💙 кιηια 💚💙]: Nie wiem, użytkownik dostał bana i po sprawie 

[11.1.2021 | 19:1:7] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: O 

[11.1.2021 | 19:1:18] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:PepeOk:795980596685701152> 

[11.1.2021 | 19:1:28] [💚💙 кιηια 💚💙]: <:Pepe1:754803909817663538> 

[11.1.2021 | 19:1:38] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:PepeRage:795980412483665930> 

[11.1.2021 | 19:1:40] [NoOne]: <a:PU_PepeNarutoRun:749989552348987512> 

[11.1.2021 | 19:1:47] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XD 

[11.1.2021 | 19:1:53] [NoOne]: Nie spamujmy emotkami 

[11.1.2021 | 19:1:53] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: <:What:754801496587108453> 

[11.1.2021 | 19:4:56] [NoworocznyKokoDżamboᶠᵘᶜᵏ ʸᵒᵘ]: XDD 

[11.1.2021 | 19:40:34] [Cover]: <a:60:779112364159008769> 

[11.1.2021 | 19:41:30] [St3fan_K]: :60: 

[11.1.2021 | 19:52:21] [FiczetoX]: Co mnie ominęło? 

[11.1.2021 | 19:55:28] [FiczetoX]: :60: 

[11.1.2021 | 22:25:21] [Order]: Kto to furr 

[11.1.2021 | 22:32:15] [Cichy]: Ferrunder? 

[11.1.2021 | 22:32:18] [Cichy]: Zdegradowany pomocnik. 

[11.1.2021 | 22:37:22] [Dawid]: Elo można współpracę? 

[11.1.2021 | 22:37:24] [Dawid]: <@632672411141013530> 

[11.1.2021 | 22:37:31] [Cichy]: Słucham? 

[11.1.2021 | 22:37:37] [Dawid]: Można współpracę? 

[11.1.2021 | 22:37:41] [Cichy]: Napisz do jednych z pomocników. 

[11.1.2021 | 22:38:45] [Asasin22]: już napisałem 

[12.1.2021 | 11:2:6] [ibadboi]: https://media.discordapp.net/attachments/770269077859860490/798137250168045608/631857896682029059.gif 

[12.1.2021 | 11:2:54] [Agatka007]: Zachecam do wybrania sobie dodatkowych ról na <#743204206084751491> . 

[12.1.2021 | 11:4:20] [ibadboi]: doalczajcie na muj serwer ktury jest na kanale <#778651396429185044> 

[12.1.2021 | 11:4:43] [Agatka007]: Hejkaa 

[12.1.2021 | 14:5:2] [Agatka007]: Hejka. Jak tam dzionek mija? 

[12.1.2021 | 14:8:46] [NoOne]: Praca :) 

[12.1.2021 | 14:9:24] [Invejosa]: Co robisz El-Samu? 

[12.1.2021 | 14:28:45] [NoOne]: Siedzę na magazynie 

[12.1.2021 | 14:28:54] [NoOne]: I sobie regały rozbieramy 

[12.1.2021 | 14:29:1] [Invejosa]: Jakim magazynie? 

[12.1.2021 | 14:43:38] [NoOne]: Z materiałami <:AK_Triggered_Nani:752082354868060231> 

[12.1.2021 | 14:44:38] [Invejosa]: Rozumiem 

[12.1.2021 | 15:42:48] [NoOne]: Kurka ledwo 15:40 

[12.1.2021 | 15:42:51] [NoOne]: A już do domu 

[12.1.2021 | 15:46:24] [Avocado™]: hej 

[12.1.2021 | 15:51:48] [NoOne]: Wita 

[12.1.2021 | 15:51:52] [NoOne]: Witam 

[12.1.2021 | 15:51:57] [Agatka007]: Hejj 

[12.1.2021 | 18:35:21] [Agatka007]: Tak? 

[12.1.2021 | 18:37:39] [liro♧]: miałem cie zpingować 

[12.1.2021 | 21:15:37] [Agatka007]: A ok 

[12.1.2021 | 23:12:55] [Order]: Cześć 

[12.1.2021 | 23:16:3] [Agatka007]: Hej 

[12.1.2021 | 23:16:16] [NoOne]: Witaj 

[12.1.2021 | 23:28:34] [Agatka007]: Co tam? 

[12.1.2021 | 23:29:1] [NoOne]: Jakos leci 

[12.1.2021 | 23:32:31] [Order]: <:thunk:733797604239867925> 

[12.1.2021 | 23:33:39] [NoOne]: <a:CH_Thonk:785306886861619200> 

[12.1.2021 | 23:33:55] [Agatka007]: xD 

[12.1.2021 | 23:34:13] [NoOne]: ? 

[12.1.2021 | 23:36:20] [Order]: <:screm:748610506151034880> 

[12.1.2021 | 23:36:22] [Order]: <:silent:736581033578725498> 

[13.1.2021 | 0:54:16] [Order]: <:Trollolololo:795980519699120178> 

[13.1.2021 | 0:54:43] [FiczetoX]: Nie spam emoji, proszę 

[13.1.2021 | 1:4:37] [Order]: Arro 

[13.1.2021 | 1:4:38] [ARRO]: Witam 

[13.1.2021 | 1:4:39] [Order]: Baranie 

[13.1.2021 | 1:4:41] [Order]: Witam 

[13.1.2021 | 1:4:48] [Order]: <@793522598000459788> hej 

[13.1.2021 | 1:4:59] [Invejosa]: Hej 

[13.1.2021 | 1:5:15] [Order]: <@758679230506336286> wyraź swoją opinię 

[13.1.2021 | 1:5:20] [Order]: <:rigcz:795010799172452412> 

[13.1.2021 | 1:5:37] [ARRO]: Na jaki temat 

[13.1.2021 | 1:5:42] [Order]: Dm 

[13.1.2021 | 1:6:13] [ARRO]: A ol 

[13.1.2021 | 1:6:23] [ARRO]: To kurwa baba jak baba a co mam powiedzieć 

[13.1.2021 | 1:6:30] [Order]: Hahahahahhahahahaha 

[13.1.2021 | 1:6:33] [Order]: <:rigcz:795010799172452412> <:rigcz:795010799172452412> 

[13.1.2021 | 1:6:42] [ARRO]: Kto usuwa 

[13.1.2021 | 1:6:44] [ARRO]: Wiadomości 

[13.1.2021 | 1:6:47] [Order]: Bot 

[13.1.2021 | 1:6:51] [Order]: Tak jak slavi 

[13.1.2021 | 1:6:52] [Order]: U nas 

[13.1.2021 | 1:6:52] [ARRO]: Jakiś złodziej jebany 

[13.1.2021 | 1:6:56] [ARRO]: Ale gówno 

[13.1.2021 | 1:7:3] [Order]: Tutaj masz bota 

[13.1.2021 | 1:7:11] [Order]: A u nas jest slavi xd 

[13.1.2021 | 1:7:14] [ARRO]: xD 

[13.1.2021 | 1:7:18] [Order]: Też jakby bot 

[13.1.2021 | 1:7:19] [Invejosa]: Order, co Cie ugryzło? 

[13.1.2021 | 1:7:39] [Order]: Ja ugryzłem paprykę ostatni raz 

[13.1.2021 | 1:7:41] [Order]: Z magii 

[13.1.2021 | 1:7:43] [ARRO]: xD 

[13.1.2021 | 1:7:46] [Order]: Polecam 

[13.1.2021 | 1:8:11] [Invejosa]: Dobrze, rób co chcesz... 

[13.1.2021 | 1:8:21] [ARRO]: xD 

[13.1.2021 | 1:8:25] [Order]: Odzyskam supporta 

[13.1.2021 | 1:8:28] [Order]: Mmmmmmm 

[13.1.2021 | 1:8:33] [Order]: Nie bądź taki 

[13.1.2021 | 1:8:39] [ARRO]: Kto 

[13.1.2021 | 1:8:50] [Cichy]: Napisz podanie ponownie, tym razem na 250 słów. 

[13.1.2021 | 1:9:3] [Order]: Tichaj budjet <@758679230506336286> 

[13.1.2021 | 1:9:22] [Order]: Govari sprski iteraz 

[13.1.2021 | 1:9:29] [Order]: Srpski 

[13.1.2021 | 1:9:31] [Order]: * 

[13.1.2021 | 1:9:51] [Order]: Czekaj 

[13.1.2021 | 1:9:55] [Order]: Mam pomysł 

[13.1.2021 | 1:10:1] [ARRO]: To już nie można wyrażać swojej opinii na różne tematy bo mi bot będzie usuwał wiadomości? 

[13.1.2021 | 1:10:12] [Order]: Zrób cos takiego 

[13.1.2021 | 1:10:17] [Order]: Kxuxrva 

[13.1.2021 | 1:10:19] [Order]: Np 

[13.1.2021 | 1:10:28] [Order]: Też działa 

[13.1.2021 | 1:10:37] [ARRO]: Kurqa 

[13.1.2021 | 1:10:39] [ARRO]: O 

[13.1.2021 | 1:10:41] [Cichy]: Jest wiele synonimów, które użyjesz zamiast słowa "kurwa" 

[13.1.2021 | 1:10:47] [ARRO]: Wiem 

[13.1.2021 | 1:11:25] [ARRO]: Gdzie tu można zdjęcia wysyłać 

[13.1.2021 | 1:11:32] [Order]: <#769993114021658644> 

[13.1.2021 | 1:11:40] [Cichy]: A to, co reprezentujesz u mnie, świadczy tylko o Twoim ubogim zasobie słownictwie i aroganckim podejściu do sytuacji. 

[13.1.2021 | 1:12:0] [ARRO]: O co ci chodzi 

[13.1.2021 | 1:13:58] [Order]: Kekw 

[13.1.2021 | 1:14:52] [Order]: Cichy wytluamcz mnie 

[13.1.2021 | 1:14:58] [Order]: Dlaczego ownera ma bot 

[13.1.2021 | 1:15:3] [Order]: Czyżby to Matrix 

[13.1.2021 | 1:15:24] [Cichy]: Matrix, owszem. 

[13.1.2021 | 1:16:19] [Order]: <@758679230506336286> 

[13.1.2021 | 1:16:22] [Order]: Widzisz 

[13.1.2021 | 1:16:43] [ARRO]: To nieźle się tutaj bawicie 

[13.1.2021 | 1:18:13] [Order]: Supporta nie dostanę 

[13.1.2021 | 1:18:25] [Order]: Nie miło 

[13.1.2021 | 1:18:48] [Order]: Tutaj jest rekrutacja jak do sa viv nsdap 

[13.1.2021 | 1:19:2] [Cichy]: > Napisz podanie ponownie, tym razem na __**250 słów.**__ 

[13.1.2021 | 1:19:33] [ARRO]: XDDD 

[13.1.2021 | 15:59:30] [Skrymian]: siema 

[13.1.2021 | 15:59:38] [NoOne]: Witam 

[13.1.2021 | 15:59:50] [Skrymian]: ja dak z prostej rury pytam czy chcecie współprace 

[13.1.2021 | 16:0:16] [NoOne]: Zgłoś się do jakiegoś pomocnika, ja kończę na dziś 

[13.1.2021 | 16:14:1] [Agatka007]: Juz 

[13.1.2021 | 22:31:45] [𝖇𝖚𝖇𝖇𝖑𝖞]: haj 

[13.1.2021 | 22:32:17] [NoOne]: Witam 

[13.1.2021 | 22:33:48] [Invejosa]: Hej 

[14.1.2021 | 11:14:24] [Urban PL <KK>]: Można współpracę? 

[14.1.2021 | 11:16:23] [Cichy]: Można, wyślij reklamę w wiadomości prywatnej. 

[14.1.2021 | 11:51:20] [ŁC_]: gdzie jest link, żeby zaprosić na serwer tego <@!749016976793272360> 

[14.1.2021 | 11:51:31] [ŁC_]: ??? 

[14.1.2021 | 11:52:3] [Cichy]: https://discordapp.com/oauth2/authorize?client_id=749016976793272360&scope=bot&permissions=2146958591 

[14.1.2021 | 11:52:7] [Cichy]: Jeszcze nie zrobiłem polecenia. 

[14.1.2021 | 11:52:21] [ŁC_]: dzkk 

[14.1.2021 | 17:54:6] [_Matixer_]: Witam 

[14.1.2021 | 17:55:54] [NoOne]: Dobry wieczór 

[14.1.2021 | 17:56:50] [💜-Agatka007-💜]: Hejka 

[14.1.2021 | 18:21:5] [Asasin22]: Dobry 

[14.1.2021 | 18:21:33] [NoOne]: Witam, jak mija dzień? 

[14.1.2021 | 18:21:43] [Asasin22]: Dobrze a u Ciebie? 

[14.1.2021 | 18:22:12] [NoOne]: Można powiedzieć, że również 

[14.1.2021 | 23:38:20] [Aleksandra]: . 

[14.1.2021 | 23:55:14] [Oliwia123🎁🎀]: hej 

[14.1.2021 | 23:55:15] [Oliwia123🎁🎀]: co robicie? 

[14.1.2021 | 23:55:19] [Oliwia123🎁🎀]: koledzy i kolezanki? 

[14.1.2021 | 23:56:27] [NoOne]: Leżę, niedługo idę spać 

[14.1.2021 | 23:56:43] [NoOne]: A co Ty porabiasz? 

[14.1.2021 | 23:57:29] [Oliwia123🎁🎀]: ja leze 

[14.1.2021 | 23:59:33] [_kakaj]: Siemka 

[14.1.2021 | 23:59:55] [Oliwia123🎁🎀]: hej 

[15.1.2021 | 0:0:5] [Oliwia123🎁🎀]: co robisz? 

[15.1.2021 | 0:0:36] [NoOne]: Witam 

[15.1.2021 | 0:2:4] [_kakaj]: Leżę 

[15.1.2021 | 0:2:7] [_kakaj]: ;) 

[15.1.2021 | 0:2:45] [Oliwia123🎁🎀]: mmm 

[15.1.2021 | 0:2:47] [Oliwia123🎁🎀]: Leżańsko 

[15.1.2021 | 0:2:52] [Oliwia123🎁🎀]: 😉 

[15.1.2021 | 0:3:28] [_kakaj]: A jak 

[15.1.2021 | 0:3:42] [Oliwia123🎁🎀]: Noo 

[15.1.2021 | 0:10:21] [Oliwia123🎁🎀]: jak tam? 

[15.1.2021 | 0:11:14] [NoOne]: Jakoś leci 

[15.1.2021 | 0:11:17] [NoOne]: A tam jak? 

[15.1.2021 | 0:11:25] [Oliwia123🎁🎀]: chyba gitarka 

[15.1.2021 | 0:11:35] [NoOne]: To dobrze <:panda:791580465969496084> 

[15.1.2021 | 0:12:0] [Oliwia123🎁🎀]: panda! 

[15.1.2021 | 0:12:24] [NoOne]: Panda <a:panda_yay:752136471850254337> 

[15.1.2021 | 0:13:8] [Oliwia123🎁🎀]: lubie te pandu 

[15.1.2021 | 0:14:6] [NoOne]: Dla mnie najlepsze emotki to właśnie Pandy <:PanDuck:753530167258906644> 

[15.1.2021 | 0:14:16] [Oliwia123🎁🎀]: tez tak mysle 

