[7.1.2021 | 18:3:0] [fockus17]: $ha 
[10.1.2021 | 14:59:53] [fockus17]: $ha 

[10.1.2021 | 14:59:55] [fockus17]: $ha 

[10.1.2021 | 14:59:56] [fockus17]: $ha 

[10.1.2021 | 15:0:12] [fockus17]: $im Hisashi Kinoshita 

[10.1.2021 | 15:5:18] [Trash]: 'claim 57 

[10.1.2021 | 15:5:38] [Trash]: $im Chisa Yukizome 

[10.1.2021 | 15:6:9] [Trash]: $im Alastor 

[10.1.2021 | 15:11:42] [Trash]: $im Angel Dust 

[10.1.2021 | 15:12:57] [Trash]: Hm 

[10.1.2021 | 15:13:0] [Trash]: $im Rosie 

[10.1.2021 | 15:13:10] [Trash]: $im Rosie (HH) 

[10.1.2021 | 15:13:15] [Trash]: O jest 

[10.1.2021 | 15:14:6] [Trash]: $im Niffty 

[10.1.2021 | 15:16:50] [fockus17]: $ha 

[10.1.2021 | 15:16:51] [fockus17]: $ha 

[10.1.2021 | 15:29:32] [Mangoludek]: $wa 

[10.1.2021 | 15:29:53] [Mangoludek]: $wa 

[10.1.2021 | 15:29:57] [Mangoludek]: $wa 

[10.1.2021 | 15:29:58] [Mangoludek]: $wa 

[10.1.2021 | 15:30:2] [Mangoludek]: $wa 

[10.1.2021 | 15:30:5] [Mangoludek]: $wa 

[10.1.2021 | 15:30:6] [Mangoludek]: $wa 

[10.1.2021 | 15:30:9] [Mangoludek]: $wa 

[10.1.2021 | 15:30:10] [Mangoludek]: $wa 

[10.1.2021 | 15:30:12] [Mangoludek]: $wa 

[10.1.2021 | 19:23:50] [fockus17]: $ha 

[10.1.2021 | 19:23:51] [fockus17]: $ha 

[10.1.2021 | 19:23:52] [fockus17]: $ha 

[10.1.2021 | 19:23:56] [fockus17]: $ha 

[10.1.2021 | 19:23:57] [fockus17]: $ha 

[10.1.2021 | 19:24:1] [fockus17]: $ha 

[10.1.2021 | 19:24:2] [fockus17]: $ha 

[10.1.2021 | 19:24:3] [fockus17]: $ha 

[10.1.2021 | 19:24:4] [fockus17]: $ha 

[10.1.2021 | 19:24:5] [fockus17]: $ha 

[10.1.2021 | 19:24:6] [fockus17]: $ha 

[10.1.2021 | 20:28:54] [fockus17]: $ha 

[10.1.2021 | 20:28:55] [fockus17]: $ha 

[10.1.2021 | 20:28:56] [fockus17]: $ha 

[10.1.2021 | 20:29:0] [fockus17]: $ha 

[10.1.2021 | 20:29:1] [fockus17]: $ha 

[10.1.2021 | 20:29:5] [fockus17]: $ha 

[10.1.2021 | 20:29:6] [fockus17]: $ha 

[10.1.2021 | 20:29:7] [fockus17]: $ha 

[10.1.2021 | 20:29:8] [fockus17]: $ha 

[10.1.2021 | 20:29:11] [fockus17]: $ha 

[10.1.2021 | 20:29:12] [fockus17]: $ha 

[10.1.2021 | 20:29:25] [fockus17]: $im Mordecai 

[10.1.2021 | 20:29:32] [fockus17]: 'claim 50 

[10.1.2021 | 20:58:35] [Mangoludek]: $wa 

[10.1.2021 | 20:58:45] [Mangoludek]: $wa 

[10.1.2021 | 20:58:45] [Mangoludek]: $wa 

[10.1.2021 | 20:58:47] [Mangoludek]: $wa 

[10.1.2021 | 20:58:51] [Mangoludek]: $wa 

[10.1.2021 | 20:59:14] [Mangoludek]: $im Nene Yashiro 

[10.1.2021 | 20:59:25] [Mangoludek]: $wa 

[10.1.2021 | 20:59:26] [Mangoludek]: $wa 

[10.1.2021 | 20:59:28] [Mangoludek]: $wa 

[10.1.2021 | 20:59:32] [Mangoludek]: $wa 

[10.1.2021 | 21:8:17] [fockus17]: $ha 

[10.1.2021 | 21:8:20] [fockus17]: $ha 

[10.1.2021 | 21:8:21] [fockus17]: $ha 

[10.1.2021 | 21:8:37] [fockus17]: $im Ryouta Mitarai 

[10.1.2021 | 21:9:5] [fockus17]: $im Haruko Enokawa 

[10.1.2021 | 21:9:23] [fockus17]: $im Haruto Enokawa 

[10.1.2021 | 21:44:35] [Mangoludek]: $wa 

[10.1.2021 | 21:44:36] [Mangoludek]: $wa 

[10.1.2021 | 21:44:38] [Mangoludek]: $wa 

[10.1.2021 | 21:44:42] [Mangoludek]: $wa 

[10.1.2021 | 21:44:43] [Mangoludek]: $wa 

[10.1.2021 | 21:44:45] [Mangoludek]: $wa 

[10.1.2021 | 21:44:47] [Mangoludek]: $wa 

[10.1.2021 | 21:44:48] [Mangoludek]: $wa 

[10.1.2021 | 21:44:56] [Mangoludek]: $wa 

[10.1.2021 | 21:44:57] [Mangoludek]: $wa 

[10.1.2021 | 21:45:12] [fockus17]: $ha 

[10.1.2021 | 21:45:13] [fockus17]: $ha 

[10.1.2021 | 21:45:15] [fockus17]: $ha 

[10.1.2021 | 21:45:16] [fockus17]: $ha 

[10.1.2021 | 21:45:17] [fockus17]: $ha 

[10.1.2021 | 21:45:19] [fockus17]: $ha 

[10.1.2021 | 21:45:20] [fockus17]: $ha 

[10.1.2021 | 21:45:21] [fockus17]: $ja 

[10.1.2021 | 21:45:22] [fockus17]: $ha 

[10.1.2021 | 21:45:23] [fockus17]: $ha 

[10.1.2021 | 21:45:28] [fockus17]: $ha 

[10.1.2021 | 21:45:29] [fockus17]: $ha 

[10.1.2021 | 22:4:55] [Trash]: !rank 

[10.1.2021 | 22:5:12] [Trash]: $m 

[10.1.2021 | 22:5:13] [Trash]: $m 

[10.1.2021 | 22:5:15] [Trash]: $m 

[10.1.2021 | 22:5:16] [Trash]: $m 

[10.1.2021 | 22:5:17] [Trash]: $m 

[10.1.2021 | 22:5:18] [Trash]: $m 

[10.1.2021 | 22:5:19] [Trash]: $m 

[10.1.2021 | 22:5:21] [Trash]: $m 

[10.1.2021 | 22:5:23] [Trash]: $m 

[10.1.2021 | 22:5:24] [Trash]: $m 

[10.1.2021 | 22:9:32] [Trash]: .user <@791310078690983946> 

[10.1.2021 | 23:13:57] [Mangoludek]: $wa 

[10.1.2021 | 23:14:4] [Mangoludek]: $wa 

[10.1.2021 | 23:14:6] [Mangoludek]: $wa 

[10.1.2021 | 23:14:7] [Mangoludek]: $wa 

[10.1.2021 | 23:14:9] [Mangoludek]: $wa 

[10.1.2021 | 23:14:10] [Mangoludek]: $wa 

[10.1.2021 | 23:14:12] [Mangoludek]: $wa 

[10.1.2021 | 23:14:13] [Mangoludek]: $wa 

[10.1.2021 | 23:14:15] [Mangoludek]: $wa 

[10.1.2021 | 23:14:16] [Mangoludek]: $wa 

[10.1.2021 | 23:14:31] [Mangoludek]: $im Aika Sakuranomiya 

[10.1.2021 | 23:14:57] [Mangoludek]: $im Kaoru Maki 

[11.1.2021 | 12:55:53] [Trash]: $m 

[11.1.2021 | 12:55:56] [Trash]: $m 

[11.1.2021 | 12:55:58] [Trash]: $m 

[11.1.2021 | 12:56:0] [Trash]: $m 

[11.1.2021 | 12:56:2] [Trash]: $m 

[11.1.2021 | 12:56:3] [Trash]: $m 

[11.1.2021 | 12:56:5] [Trash]: $m 

[11.1.2021 | 12:56:9] [Trash]: $m 

[11.1.2021 | 12:56:10] [Trash]: $m 

[11.1.2021 | 12:56:12] [Trash]: $m 

[11.1.2021 | 13:25:44] [fockus17]: $ma 

[11.1.2021 | 13:25:45] [fockus17]: $ma 

[11.1.2021 | 13:25:46] [fockus17]: $ma 

[11.1.2021 | 13:25:55] [fockus17]: 'claim 65 

[11.1.2021 | 13:25:56] [fockus17]: $ma 

[11.1.2021 | 13:25:57] [fockus17]: $ma 

[11.1.2021 | 13:26:1] [fockus17]: $ma 

[11.1.2021 | 13:26:3] [fockus17]: $ma 

[11.1.2021 | 13:26:7] [fockus17]: $ma 

[11.1.2021 | 13:26:9] [fockus17]: $ma 

[11.1.2021 | 13:26:11] [fockus17]: $ma 

[11.1.2021 | 13:26:14] [fockus17]: $ma 

[11.1.2021 | 13:38:30] [Trash]: .user <@791310078690983946> 

[11.1.2021 | 13:38:40] [Trash]: 1 dzień 

[11.1.2021 | 13:38:57] [Trash]: Yeeees 

[11.1.2021 | 13:59:45] [Yukizome Chiiiisa]: !rank 

[11.1.2021 | 13:59:53] [Yukizome Chiiiisa]: .user 

[11.1.2021 | 14:34:26] [fockus17]: $ma 

[11.1.2021 | 14:34:27] [fockus17]: $ma 

[11.1.2021 | 14:34:28] [fockus17]: $ma 

[11.1.2021 | 14:34:35] [fockus17]: $ma 

[11.1.2021 | 14:34:37] [fockus17]: $ma 

[11.1.2021 | 14:34:39] [fockus17]: $ma 

[11.1.2021 | 14:34:41] [fockus17]: $ma 

[11.1.2021 | 14:34:43] [fockus17]: $ma 

[11.1.2021 | 14:34:44] [fockus17]: $ma 

[11.1.2021 | 14:34:47] [fockus17]: $ma 

[11.1.2021 | 14:34:48] [fockus17]: $ma 

[11.1.2021 | 14:47:44] [Mangoludek]: $wa 

[11.1.2021 | 14:47:56] [Mangoludek]: $wa 

[11.1.2021 | 14:47:57] [Mangoludek]: $wa 

[11.1.2021 | 14:48:1] [Mangoludek]: $wa 

[11.1.2021 | 14:48:2] [Mangoludek]: $wa 

[11.1.2021 | 14:48:4] [Mangoludek]: $wa 

[11.1.2021 | 14:48:5] [Mangoludek]: $wa 

[11.1.2021 | 14:48:7] [Mangoludek]: $wa 

[11.1.2021 | 14:48:8] [Mangoludek]: $wa 

[11.1.2021 | 14:48:9] [Mangoludek]: $wa 

[11.1.2021 | 14:54:7] [Mangoludek]: $im Elizabeth (NEET) 

[11.1.2021 | 14:57:55] [Kara]: $m 

[11.1.2021 | 14:57:56] [Kara]: $m 

[11.1.2021 | 14:58:4] [Kara]: OMGGGHGGJDJSBSV 

[11.1.2021 | 14:58:22] [Kara]: <:emoji_10:780167257204326422> <:emoji_10:780167257204326422> <:emoji_19:783061995351179314> <:emoji_10:780167257204326422> <:emoji_19:783061995351179314> <:emoji_10:780167257204326422> <:emoji_19:783061995351179314> <:emoji_4:779367208534409267> <:emoji_20:783062020340973568> <:emoji_11:780167282143920158> <:emoji_12:780167751863894047> 💅 <:emoji_12:780167751863894047> 💅 <:emoji_9:780167019378114560> 💅 <:emoji_12:780167751863894047> 🩹 💅 <:emoji_21:783326461095968818> <:emoji_32:783327014055968858> <:emoji_16:780168430103822357> <:emoji_29:783326916735402025> <:emoji_39:783338871941103617> 😗 😚 🥳 😋 🥳 😝 🥰 😍 😍 😝 😎 

[11.1.2021 | 14:58:40] [Kara]: $mm 

[11.1.2021 | 15:6:51] [fockus17]: $ma 

[11.1.2021 | 15:6:52] [fockus17]: $ma 

[11.1.2021 | 15:18:2] [Kara]: $im Tom Trench 

[11.1.2021 | 15:18:16] [Kara]: $im KaTiE kIlLjOy 

[11.1.2021 | 15:18:41] [Kara]: $im ChArLoTtE mAgNe 

[11.1.2021 | 15:20:49] [Kara]: 'cardinfo Alastor 

[11.1.2021 | 15:20:52] [Kara]: Ohhhh 

[11.1.2021 | 15:21:2] [Kara]: 'cardinfo Nagito Komaeda 

[11.1.2021 | 15:21:11] [Kara]: Mudae ma więcej 

[11.1.2021 | 15:21:44] [Kara]: $im Kazuichi Souda 

[11.1.2021 | 15:21:52] [Kara]: $im Fizzarolli 

[11.1.2021 | 16:12:1] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:4] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:6] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:8] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:9] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:11] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:12] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:15] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:16] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:20] [Yukizome Chiiiisa]: $m 

[11.1.2021 | 16:12:24] [Yukizome Chiiiisa]: $mm 

[11.1.2021 | 16:18:50] [Mangoludek]: $wa 

[11.1.2021 | 16:18:56] [Mangoludek]: $wa 

[11.1.2021 | 16:18:58] [Mangoludek]: $wa 

[11.1.2021 | 16:18:59] [Mangoludek]: $wa 

[11.1.2021 | 16:19:28] [Mangoludek]: $im Gripen 

[11.1.2021 | 16:19:38] [Mangoludek]: $wa 

[11.1.2021 | 16:19:39] [Mangoludek]: $wa 

[11.1.2021 | 16:19:41] [Mangoludek]: $wa 

[11.1.2021 | 16:19:42] [Mangoludek]: $wa 

[11.1.2021 | 16:19:44] [Mangoludek]: $wa 

[11.1.2021 | 16:19:45] [Mangoludek]: $wa 

[11.1.2021 | 17:20:53] [Mangoludek]: $wa 

[11.1.2021 | 17:21:9] [Mangoludek]: $wa 

[11.1.2021 | 17:21:12] [Mangoludek]: $wa 

[11.1.2021 | 17:21:14] [Mangoludek]: $wa 

[11.1.2021 | 17:21:17] [Mangoludek]: $wa 

[11.1.2021 | 17:21:19] [Mangoludek]: $wa 

[11.1.2021 | 17:21:20] [Mangoludek]: $wa 

[11.1.2021 | 17:21:22] [Mangoludek]: $wa 

[11.1.2021 | 17:21:24] [Mangoludek]: $wa 

[11.1.2021 | 17:21:25] [Mangoludek]: $wa 

[11.1.2021 | 17:21:48] [Mangoludek]: Jebać zero two 

[11.1.2021 | 17:22:2] [fockus17]: $ma 

[11.1.2021 | 17:22:3] [fockus17]: $ma 

[11.1.2021 | 17:22:4] [fockus17]: $ma 

[11.1.2021 | 17:22:7] [fockus17]: $ma 

[11.1.2021 | 17:22:9] [fockus17]: $ma 

[11.1.2021 | 17:22:11] [fockus17]: $ma 

[11.1.2021 | 17:22:12] [fockus17]: $ma 

[11.1.2021 | 17:22:17] [fockus17]: $ma 

[11.1.2021 | 17:22:19] [fockus17]: $ma 

[11.1.2021 | 17:22:22] [fockus17]: $ma 

[11.1.2021 | 17:22:23] [fockus17]: $ma 

[11.1.2021 | 17:22:34] [Mangoludek]: $im Kimetsu no Yaiba 

[11.1.2021 | 17:22:38] [fockus17]: $im Tanjirou Kamado 

[11.1.2021 | 17:22:49] [fockus17]: $top 

[11.1.2021 | 17:24:24] [fockus17]: $im Nezuko 

[11.1.2021 | 17:24:36] [fockus17]: $im Zero two 

[11.1.2021 | 17:24:49] [fockus17]: $im Rem 

[11.1.2021 | 17:25:15] [fockus17]: $top 

[11.1.2021 | 17:25:21] [fockus17]: $im Megumin 

[11.1.2021 | 17:25:43] [fockus17]: $im Bongo cat 

[11.1.2021 | 17:52:18] [Mangoludek]: $wa 

[11.1.2021 | 17:52:24] [Mangoludek]: $wa 

[11.1.2021 | 17:52:27] [Mangoludek]: $wa 

[11.1.2021 | 17:52:36] [Mangoludek]: $wa 

[11.1.2021 | 17:52:52] [Mangoludek]: $wa 

[11.1.2021 | 17:55:38] [Mangoludek]: $wa 

[11.1.2021 | 17:55:42] [Mangoludek]: $wa 

[11.1.2021 | 17:55:45] [Mangoludek]: $wa 

[11.1.2021 | 17:55:46] [Mangoludek]: $wa 

[11.1.2021 | 17:55:48] [Mangoludek]: $wa 

[11.1.2021 | 17:56:1] [Mangoludek]: $im Yoshiko Hanabatake 

[11.1.2021 | 17:56:23] [fockus17]: $ma 

[11.1.2021 | 17:56:24] [fockus17]: $ma 

[11.1.2021 | 17:56:25] [fockus17]: $ma 

[11.1.2021 | 17:56:30] [fockus17]: $ma 

[11.1.2021 | 17:56:31] [fockus17]: $ma 

[11.1.2021 | 17:56:33] [fockus17]: A 

[11.1.2021 | 17:56:35] [fockus17]: $ma 

[11.1.2021 | 17:56:38] [fockus17]: $ma 

[11.1.2021 | 17:56:38] [fockus17]: $ma 

[11.1.2021 | 17:56:41] [fockus17]: $ma 

[11.1.2021 | 17:56:42] [fockus17]: $ma 

[11.1.2021 | 17:56:44] [fockus17]: $ma 

[11.1.2021 | 17:56:56] [Mangoludek]: $im Patty Fleur 

[11.1.2021 | 17:59:58] [fockus17]: $ma 

[11.1.2021 | 18:46:54] [Mangoludek]: $wa 

[11.1.2021 | 18:47:0] [Mangoludek]: $wa 

[11.1.2021 | 18:47:6] [Mangoludek]: $wa 

[11.1.2021 | 18:47:50] [Mangoludek]: $wa 

[11.1.2021 | 18:47:55] [Mangoludek]: $wa 

[11.1.2021 | 18:48:19] [Mangoludek]: $wa 

[11.1.2021 | 18:50:9] [Mangoludek]: $wa 

[11.1.2021 | 18:50:12] [Mangoludek]: $wa 

[11.1.2021 | 18:50:15] [Mangoludek]: $wa 

[11.1.2021 | 18:50:20] [Mangoludek]: $wa 

[11.1.2021 | 18:54:41] [fockus17]: $ma 

[11.1.2021 | 18:54:42] [fockus17]: $ma 

[11.1.2021 | 18:54:43] [fockus17]: $ma 

[11.1.2021 | 18:55:0] [fockus17]: $im Bercouli 

[11.1.2021 | 19:47:8] [Mangoludek]: $wa 

[11.1.2021 | 19:47:13] [Mangoludek]: $wa 

[11.1.2021 | 19:47:15] [Mangoludek]: $wa 

[11.1.2021 | 19:47:18] [Mangoludek]: $wa 

[11.1.2021 | 19:47:22] [Mangoludek]: $wa 

[11.1.2021 | 19:47:26] [Mangoludek]: $wa 

[11.1.2021 | 19:47:28] [Mangoludek]: $wa 

[11.1.2021 | 19:47:38] [Mangoludek]: $wa 

[11.1.2021 | 19:47:43] [Mangoludek]: $wa 

[11.1.2021 | 19:48:6] [Mangoludek]: $wa 

[11.1.2021 | 19:48:9] [fockus17]: $ma 

[11.1.2021 | 19:48:10] [fockus17]: $ma 

[11.1.2021 | 19:48:11] [fockus17]: $ma 

[11.1.2021 | 19:48:15] [fockus17]: $ma 

[11.1.2021 | 19:48:16] [fockus17]: $ma 

[11.1.2021 | 19:48:18] [fockus17]: $ma 

[11.1.2021 | 19:48:20] [fockus17]: $ma 

[11.1.2021 | 19:48:23] [fockus17]: $ma 

[11.1.2021 | 19:48:24] [fockus17]: $ma 

[11.1.2021 | 19:48:28] [fockus17]: $ma 

[11.1.2021 | 19:48:29] [fockus17]: $ma 

[11.1.2021 | 19:48:41] [fockus17]: $im Lemon Yamabuki 

[11.1.2021 | 19:49:2] [Mangoludek]: $mm 

[11.1.2021 | 19:49:9] [fockus17]: $mm 

[11.1.2021 | 19:49:13] [Yukizome Chiiiisa]: 'claim 50 

[11.1.2021 | 19:49:25] [Yukizome Chiiiisa]: Złe konto fuck 

[11.1.2021 | 19:49:33] [Yukizome Chiiiisa]: Nieważne juz 

[11.1.2021 | 19:49:35] [fockus17]: 'claim 50 

[11.1.2021 | 19:49:35] [Yukizome Chiiiisa]: Nie chce 

[11.1.2021 | 19:49:43] [Yukizome Chiiiisa]: $mm 

[11.1.2021 | 20:24:13] [fockus17]: $im Kanjirou Tamado 

[11.1.2021 | 20:24:36] [fockus17]: $Im Tanjiro Kamado 

[11.1.2021 | 20:24:48] [fockus17]: $k 

[11.1.2021 | 20:24:56] [fockus17]: $dk 

[11.1.2021 | 20:25:17] [fockus17]: $divorce 

[11.1.2021 | 20:26:1] [Mangoludek]: $divorce Tanjirou Kamado 

[11.1.2021 | 20:29:1] [fockus17]: $mm 

[11.1.2021 | 20:29:17] [fockus17]: $im Suou Patra 

[11.1.2021 | 20:29:29] [fockus17]: $divorce Suou Patra 

[11.1.2021 | 20:29:32] [fockus17]: Y 

[11.1.2021 | 20:30:2] [fockus17]: $divorce Tanjirou Kamado 

[11.1.2021 | 20:30:8] [Mangoludek]: $divorce Tanjirou Kamado 

[11.1.2021 | 20:30:19] [Mangoludek]: $y 

[11.1.2021 | 20:30:27] [Mangoludek]: Y 

[11.1.2021 | 20:30:33] [fockus17]: $mmim 

[11.1.2021 | 20:30:49] [Mangoludek]: $mimm 

[11.1.2021 | 20:30:58] [Mangoludek]: $mmim 

[11.1.2021 | 20:33:5] [fockus17]: $im Tsukasa 

[11.1.2021 | 20:33:5] [Mangoludek]: $wa 

[11.1.2021 | 20:33:10] [Mangoludek]: $wa 

[11.1.2021 | 20:33:10] [fockus17]: $mmim 

[11.1.2021 | 20:33:14] [fockus17]: $mmim 

[11.1.2021 | 20:33:14] [Mangoludek]: $wa 

[11.1.2021 | 20:33:19] [Mangoludek]: $wa 

[11.1.2021 | 20:33:22] [Mangoludek]: $wa 

[11.1.2021 | 20:33:25] [fockus17]: $ma 

[11.1.2021 | 20:33:26] [fockus17]: $ma 

[11.1.2021 | 20:33:27] [Mangoludek]: $wa 

[11.1.2021 | 20:33:27] [fockus17]: $ma 

[11.1.2021 | 20:33:32] [fockus17]: $ma 

[11.1.2021 | 20:33:33] [Mangoludek]: $wa 

[11.1.2021 | 20:33:33] [fockus17]: $ma 

[11.1.2021 | 20:33:36] [fockus17]: $ma 

[11.1.2021 | 20:33:38] [Mangoludek]: $wa 

[11.1.2021 | 20:33:39] [fockus17]: $ma 

[11.1.2021 | 20:33:40] [Mangoludek]: $wa 

[11.1.2021 | 20:33:40] [fockus17]: $ma 

[11.1.2021 | 20:33:43] [fockus17]: $ma 

[11.1.2021 | 20:33:45] [fockus17]: $ma 

[11.1.2021 | 20:33:46] [fockus17]: $ma 

[11.1.2021 | 20:33:47] [fockus17]: $ma 

[11.1.2021 | 20:33:48] [Mangoludek]: $wa 

[11.1.2021 | 20:33:48] [fockus17]: $ma 

[11.1.2021 | 20:33:50] [Mangoludek]: $wa 

[11.1.2021 | 20:33:52] [Mangoludek]: $wa 

[11.1.2021 | 20:33:53] [Mangoludek]: $wa 

[11.1.2021 | 20:33:55] [Mangoludek]: $wa 

[11.1.2021 | 20:34:5] [fockus17]: $mm 

[11.1.2021 | 20:34:9] [fockus17]: $mmim 

[11.1.2021 | 20:34:19] [Mangoludek]: Fockus twój stary to pedał 

[11.1.2021 | 20:35:45] [Mangoludek]: Ty kurwo wypierdalaj 

[11.1.2021 | 21:7:31] [fockus17]: $ma 

[11.1.2021 | 21:27:25] [Mangoludek]: $wa 

[11.1.2021 | 21:35:33] [fockus17]: $wa 

[11.1.2021 | 21:35:34] [fockus17]: $ma 

[11.1.2021 | 21:35:36] [fockus17]: $ma 

[11.1.2021 | 21:35:40] [fockus17]: $ma 

[11.1.2021 | 21:35:42] [fockus17]: $ma 

[11.1.2021 | 21:35:46] [fockus17]: $ma 

[11.1.2021 | 21:35:47] [fockus17]: $ma 

[11.1.2021 | 21:35:53] [fockus17]: $ma 

[11.1.2021 | 21:35:54] [fockus17]: $ma 

[11.1.2021 | 21:36:30] [fockus17]: $ma 

[11.1.2021 | 21:36:31] [fockus17]: $ma 

[11.1.2021 | 21:39:6] [Mangoludek]: $wa 

[11.1.2021 | 21:39:11] [Mangoludek]: $wa 

[11.1.2021 | 21:39:19] [Mangoludek]: $wa 

[11.1.2021 | 21:39:21] [Mangoludek]: $wa 

[11.1.2021 | 21:39:22] [Mangoludek]: $wa 

[11.1.2021 | 21:39:30] [Mangoludek]: $wa 

[11.1.2021 | 21:39:32] [Mangoludek]: $wa 

[11.1.2021 | 21:39:35] [Mangoludek]: $wa 

[11.1.2021 | 21:39:37] [Mangoludek]: $wa 

[11.1.2021 | 21:39:39] [Mangoludek]: $wa 

[11.1.2021 | 22:55:25] [Mangoludek]: $wa 

[11.1.2021 | 22:55:30] [Mangoludek]: $wa 

[11.1.2021 | 22:55:33] [Mangoludek]: $wa 

[11.1.2021 | 22:55:37] [Mangoludek]: $wa 

[11.1.2021 | 22:55:40] [Mangoludek]: $wa 

[11.1.2021 | 22:55:43] [Mangoludek]: $wa 

[11.1.2021 | 22:55:45] [Mangoludek]: $wa 

[11.1.2021 | 22:55:46] [fockus17]: $im Megumi amatsuka 

[11.1.2021 | 22:55:49] [Mangoludek]: $wa 

[11.1.2021 | 22:55:51] [Mangoludek]: $wa 

[11.1.2021 | 22:55:52] [Mangoludek]: $wa 

[11.1.2021 | 22:56:7] [fockus17]: $ma 

[11.1.2021 | 22:56:7] [fockus17]: $ma 

[11.1.2021 | 22:56:9] [fockus17]: $ma 

[11.1.2021 | 22:56:12] [fockus17]: $ma 

[11.1.2021 | 22:56:13] [fockus17]: $ma 

[11.1.2021 | 22:56:16] [fockus17]: $ma 

[11.1.2021 | 22:56:17] [fockus17]: $mq 

[11.1.2021 | 22:56:19] [fockus17]: $ma 

[11.1.2021 | 22:56:21] [fockus17]: $ma 

[11.1.2021 | 22:56:22] [fockus17]: $ma 

[11.1.2021 | 22:56:25] [fockus17]: $ma 

[11.1.2021 | 22:56:25] [fockus17]: $ma 

[11.1.2021 | 22:56:28] [fockus17]: $ma 

[11.1.2021 | 22:56:31] [fockus17]: $ma 

[11.1.2021 | 23:28:52] [fockus17]: $ma 

[11.1.2021 | 23:28:53] [fockus17]: $ma 

[11.1.2021 | 23:56:11] [fockus17]: $ma 

[11.1.2021 | 23:56:12] [fockus17]: $ma 

[11.1.2021 | 23:56:13] [fockus17]: A 

[11.1.2021 | 23:56:17] [fockus17]: $ma 

[11.1.2021 | 23:56:19] [fockus17]: $ma 

[11.1.2021 | 23:56:20] [fockus17]: $ma 

[11.1.2021 | 23:56:24] [fockus17]: $ma 

[11.1.2021 | 23:56:25] [fockus17]: $ma 

[11.1.2021 | 23:56:29] [fockus17]: $ma 

[11.1.2021 | 23:56:30] [fockus17]: $ma 

[11.1.2021 | 23:56:33] [fockus17]: $ma 

[11.1.2021 | 23:56:34] [fockus17]: $ma 

[11.1.2021 | 23:56:40] [fockus17]: 'claim 25 

[12.1.2021 | 12:55:2] [fockus17]: $ma 

[12.1.2021 | 12:55:3] [fockus17]: $ma 

[12.1.2021 | 12:55:4] [fockus17]: $ma 

[12.1.2021 | 12:55:9] [fockus17]: $ma 

[12.1.2021 | 12:55:10] [fockus17]: $ma 

[12.1.2021 | 12:55:13] [fockus17]: $ma 

[12.1.2021 | 12:55:14] [fockus17]: $ma 

[12.1.2021 | 12:55:19] [fockus17]: $ma 

[12.1.2021 | 12:55:20] [fockus17]: $ma 

[12.1.2021 | 12:55:23] [fockus17]: $ma 

[12.1.2021 | 12:55:24] [fockus17]: $ma 

[12.1.2021 | 13:24:24] [Yukizome Chiiiisa]: .user 

