[9.1.2021 | 20:2:19] [Kishunia]: Pora na tabletki. 
[10.1.2021 | 19:55:48] [krasnal ogrodowy niko]: A rocznikowo czy skończone? 

[10.1.2021 | 19:55:50] [18seba03]: w tym 19-stke bede mial 

[10.1.2021 | 19:56:5] [krasnal ogrodowy niko]: UWUUUU MASZ TYLE SAMO LAT CO MÓJ BRAT 

[10.1.2021 | 19:56:18] [18seba03]: no widzisz 

[10.1.2021 | 19:56:22] [krasnal ogrodowy niko]: Lubię ludzi w jego wieku 

[10.1.2021 | 19:56:24] [krasnal ogrodowy niko]: W sensie 

[10.1.2021 | 19:56:25] [krasnal ogrodowy niko]: NIE 

[10.1.2021 | 19:56:26] [cheeto pizzerini]: XD 

[10.1.2021 | 19:56:37] [krasnal ogrodowy niko]: Chodzi mi o to że więcej się z takimi zadawałem 

[10.1.2021 | 19:56:39] [cheeto pizzerini]: mój brat tez tyle ma chyba 

[10.1.2021 | 19:56:40] [cheeto pizzerini]: nwm 

[10.1.2021 | 19:56:43] [krasnal ogrodowy niko]: Bo maks ma fajnych przyjaciół 

[10.1.2021 | 19:56:50] [cheeto pizzerini]: onmyśli że mam jakieś 9 lat 

[10.1.2021 | 19:56:51] [krasnal ogrodowy niko]: Którzy mnie lubią UwU 

[10.1.2021 | 19:57:0] [18seba03]: nwm mi łatwiej się gada z młodszymi 

[10.1.2021 | 19:57:14] [18seba03]: tój brat tak myśli? 

[10.1.2021 | 19:57:19] [cheeto pizzerini]: mój 

[10.1.2021 | 19:57:21] [cheeto pizzerini]: brat 

[10.1.2021 | 19:57:44] [18seba03]: w sumie ja swojemu bratu dawałbym około 5 lat xd 

[10.1.2021 | 19:57:52] [cheeto pizzerini]: PFF- 

[10.1.2021 | 19:59:0] [krasnal ogrodowy niko]: To mój się znowu dorośle zachowuje 

[10.1.2021 | 19:59:2] [krasnal ogrodowy niko]: W sensie 

[10.1.2021 | 19:59:17] [krasnal ogrodowy niko]: On mało miał z dziecinstwa tak w ogóle 

[10.1.2021 | 19:59:26] [krasnal ogrodowy niko]: Rodzice cały czas w firmie, on się nami zajmował 

[10.1.2021 | 19:59:57] [18seba03]: nom, znam jego ból przy pilnowaniu rodzeństwa 

[10.1.2021 | 20:0:13] [18seba03]: póki nie zwalają wazonów w sumie jest git xd 

[10.1.2021 | 20:4:23] [18seba03]: Wiesz w teorii na dobre mu to wyjdzie chociaż prawda szkoda go że nie miał większej swobody 

[10.1.2021 | 20:19:22] [po prostu kaczka]: O dzieciach mowimy? 

[10.1.2021 | 20:23:3] [18seba03]: Nope 

[10.1.2021 | 20:31:9] [po prostu kaczka]: O rodzeństwie 

[10.1.2021 | 20:32:50] [18seba03]: Ta 

[10.1.2021 | 20:34:32] [po prostu kaczka]: Mam 10letnią siostre siostre w liceum i jeszcze duzo przyszywanego 

[10.1.2021 | 20:35:2] [18seba03]: Przyszywanego? 

[10.1.2021 | 20:35:4] [FiczetoX]: Ja jestem jedynakiem 

[10.1.2021 | 20:35:8] [18seba03]: Chodzi o adoptowanych? 

[10.1.2021 | 20:35:16] [18seba03]: Masz nawet spoko 

[10.1.2021 | 20:35:32] [FiczetoX]: ¯\\_(ツ)\_/¯ 

[10.1.2021 | 20:37:40] [po prostu kaczka]: Niee takich hmm z harcerstwa i mlodszych przyjaciół 

[10.1.2021 | 20:37:48] [po prostu kaczka]: Nie są adoptowani ani nic 

[10.1.2021 | 20:37:58] [18seba03]: Uu harcerstwo jest supcii 

[10.1.2021 | 20:38:11] [po prostu kaczka]: Yes 

[10.1.2021 | 20:38:23] [18seba03]: Widzę że też jesteś szyszkojadem 

[10.1.2021 | 20:38:25] [18seba03]: xd 

[10.1.2021 | 20:40:47] [po prostu kaczka]: Jest druh Boruch? 

[10.1.2021 | 20:41:31] [18seba03]: Nie kojarzę, a u Ciebie jest Kometa? xd 

[10.1.2021 | 20:43:20] [po prostu kaczka]: Omg nie znasz tego zartu cooo 

[10.1.2021 | 20:43:25] [po prostu kaczka]: Jest druh Boruch? 

[10.1.2021 | 20:43:30] [po prostu kaczka]: Nie ma druha, bo rucha 

[10.1.2021 | 20:43:40] [po prostu kaczka]: Poziom 

[10.1.2021 | 20:46:46] [18seba03]: xD, nie o dziwo tego nie słyszałem 

[10.1.2021 | 20:47:10] [18seba03]: Ale z Kometą też nie znasz żartu xD 

[10.1.2021 | 20:49:8] [po prostu kaczka]: To dawaj 

[10.1.2021 | 20:52:22] [piołun]: Hej wasza ukochana ciocia piolun wrocila 

[10.1.2021 | 20:52:26] [piołun]: Bylo 

[10.1.2021 | 20:52:27] [piołun]: Fajnie 

[10.1.2021 | 20:52:37] [piołun]: Paliłam paluszki 

[10.1.2021 | 20:54:31] [18seba03]: Co robi Kometa gdy ma wolne?

Zapierdala przez kosmos 

[10.1.2021 | 20:58:3] [po prostu kaczka]: Nie az tak smieezne jak moje 

[10.1.2021 | 20:59:36] [18seba03]: Przyznam ale w dobrych sytuacjach gdy Komety nie ma jest to idealny żart. Używasz go po zgadnij się z nim by ten nagle szarżą cię wziął i przygwoździł do ziemi robiąc skok z tobą na barze 

[10.1.2021 | 21:0:9] [po prostu kaczka]: XD 

[10.1.2021 | 21:0:14] [krasnal ogrodowy niko]: Ej bo 

[10.1.2021 | 21:0:24] [krasnal ogrodowy niko]: Zastanawiam się czy nie zapisać Julka na zuchy na przykład 

[10.1.2021 | 21:0:31] [krasnal ogrodowy niko]: Żeby został harcerzem 

[10.1.2021 | 21:0:36] [krasnal ogrodowy niko]: I potrzebuje wiedzieć, jak tam jest 

[10.1.2021 | 21:0:49] [krasnal ogrodowy niko]: Co robicie? To dobry pomysł? 

[10.1.2021 | 21:1:0] [krasnal ogrodowy niko]: <@617658738978979850> <@303250741429272577> 

[10.1.2021 | 21:1:19] [18seba03]: Tak naprawdę to zależy od zastępu i drużyny 

[10.1.2021 | 21:2:25] [18seba03]: Ja np jestem w zastępie gdzie latamy po lesie z replikami itp, ale ogóle to zbiórka taka całej drużyny to są jakieś gry itp. nie wiem jak w zuchach dokładnie bo nie byłem w nich nigdy ale tam jest podobnie. Głównie się bawią i zdobywają śmieszne odznaki 

[10.1.2021 | 21:2:28] [FiczetoX]: I jak? 

[10.1.2021 | 21:2:46] [piołun]: Masni 

[10.1.2021 | 21:3:10] [piołun]: Jak sie podpali z jedbej i odgryzie kawałek z drugiej strony to jak sie zaciągbiesz to dym leci nawet 

[10.1.2021 | 21:3:15] [18seba03]: O Kishunia dobrego nightcore słucha 

[10.1.2021 | 21:7:12] [po prostu kaczka]: Ja prowadzę zbiórki zuchów w ten sposób że mam okreslony temat zbiorki i mieszam zadania fizyczne z tymi intelektualnymi
Np tak
Krzyżówka-pląs-rozmowa o rzekach - bieganie przy jakiejś grze - zabawa z mapą 

[10.1.2021 | 21:7:43] [po prostu kaczka]: I do zuchów przyjmą każdego ale trzeba płacić składki i rodzice muszą zgode podpisac bo jakims czasie. Skladki co pol roku u mnie to 100 zl 

[10.1.2021 | 21:7:48] [po prostu kaczka]: No i polecam zuchy 

[10.1.2021 | 21:8:30] [krasnal ogrodowy niko]: To chyba powiem babci żeby go zapisała 

[10.1.2021 | 21:8:36] [krasnal ogrodowy niko]: Bo widzę że rozwijające zajęcie 

[10.1.2021 | 21:8:53] [krasnal ogrodowy niko]: Niezbt chce go zapisywać na piłkę nożną, jak mówił mój wujek 

[10.1.2021 | 21:8:55] [krasnal ogrodowy niko]: On też nie 

[10.1.2021 | 21:9:11] [krasnal ogrodowy niko]: Jak kuzyn grał z nim w piłkę, rozpłakał się i pobiegł do mnie 

[10.1.2021 | 21:9:20] [krasnal ogrodowy niko]: *jak dostał piłka w nogę za mocno 

[10.1.2021 | 21:10:4] [18seba03]: W gimnazjum wziąłem swoją piłkę do nogi i dostało nazwę : *kamień* ponieważ była w cholerę twarda i nią złamali dla Kotleta 3 razy rękę 

[10.1.2021 | 21:13:18] [po prostu kaczka]: Hh 

[10.1.2021 | 21:13:20] [po prostu kaczka]: No 

[10.1.2021 | 21:13:51] [po prostu kaczka]: Zuchy mają na celu rozwijać so 

[10.1.2021 | 21:14:0] [po prostu kaczka]: Czej no co tam jeszcze robimy na pv ci napisze 

[10.1.2021 | 21:18:44] [krasnal ogrodowy niko]: Nie wiem, nie znałem się ;_; 

[10.1.2021 | 21:18:58] [krasnal ogrodowy niko]: Mnie rodzice zapisywali raczej na lekcje różne jakieś pojebane 

[10.1.2021 | 21:19:46] [krasnal ogrodowy niko]: Chodziłem na lekcje rysunku, ale nic to nie dało i po dwóch tygodniach przestałem, na lekcje pianina które pokochałem i nauczyłem się grać, na zajęcia angielskiego itd itp 

[10.1.2021 | 21:20:14] [krasnal ogrodowy niko]: Chcieli mnie na szermierkę nawet zapisać, ale ja nie chciałem 

[10.1.2021 | 21:21:16] [18seba03]: Ja zawsze chciałem iść na zajęcia łucznicze a zamiast tego trafiłem na strzelectwo 

[10.1.2021 | 21:21:34] [18seba03]: Więc Stryj mnie nauczył z łuku strzelać 

[10.1.2021 | 21:21:46] [krasnal ogrodowy niko]: Looo 

[10.1.2021 | 21:21:48] [krasnal ogrodowy niko]: Fajne 

[10.1.2021 | 21:22:21] [18seba03]: Tak w sumie, i jak z tym tabletem 

[10.1.2021 | 21:28:24] [po prostu kaczka]: Wez mjie nie dobijaj 

[10.1.2021 | 21:29:19] [krasnal ogrodowy niko]: Mój brat chodził na piłkę 

[10.1.2021 | 21:29:24] [krasnal ogrodowy niko]: Dość dobrze mu szło 

[10.1.2021 | 21:29:41] [krasnal ogrodowy niko]: Ale miał kontuzję kolana i do tej pory ma chwilę, w których utyka, albo mu ucieka kolano do tyłu 

[10.1.2021 | 21:29:58] [18seba03]: Sorr nie chciałem 

[10.1.2021 | 21:32:34] [po prostu kaczka]: Zastanawiam się czy to możliwe ze wszystko co mi sie dzis dzieje jest przez okres czy jedbak jestem chora 

[10.1.2021 | 23:14:53] [krasnal ogrodowy niko]: Chce mi się spać 

[10.1.2021 | 23:14:57] [krasnal ogrodowy niko]: Ale nie pójdę spać 

[10.1.2021 | 23:15:1] [krasnal ogrodowy niko]: Czemu wy śpicie? 

[10.1.2021 | 23:15:8] [piołun]: Ja nie spie 

[10.1.2021 | 23:15:15] [krasnal ogrodowy niko]: Uu 

[10.1.2021 | 23:15:17] [piołun]: Ale nie mma yez co robic 

[10.1.2021 | 23:15:17] [krasnal ogrodowy niko]: Fajnie 

[10.1.2021 | 23:15:20] [NoOne]: Młoda godzina przecież 

[10.1.2021 | 23:15:24] [krasnal ogrodowy niko]: O 

[10.1.2021 | 23:15:26] [krasnal ogrodowy niko]: Witaj nowy 

[10.1.2021 | 23:15:31] [krasnal ogrodowy niko]: Jak się serwek podoba 

[10.1.2021 | 23:15:41] [NoOne]: Witam osobo będąca tu dłużej 

[10.1.2021 | 23:15:41] [krasnal ogrodowy niko]: Porozmawiajmy 

[10.1.2021 | 23:15:48] [NoOne]: Nie narzekam 

[10.1.2021 | 23:15:50] [NoOne]: Jet dobrze 

[10.1.2021 | 23:16:0] [krasnal ogrodowy niko]: ~~osoba która założyła serwek UwU~~ 

[10.1.2021 | 23:16:2] [NoOne]: Jest* 

[10.1.2021 | 23:16:3] [krasnal ogrodowy niko]: Takie wow 

[10.1.2021 | 23:16:23] [NoOne]: `gratulacje` 

[10.1.2021 | 23:16:31] [krasnal ogrodowy niko]: Na serwerach których jestem takich większych owner to taki duch który jest ponad wszystkimi ale się nie ukazuje 

[10.1.2021 | 23:16:36] [krasnal ogrodowy niko]: Coś jak 

[10.1.2021 | 23:16:48] [krasnal ogrodowy niko]: WiElKi BrAt 

[10.1.2021 | 23:17:1] [NoOne]: Znam to 

[10.1.2021 | 23:17:1] [piołun]: MOWIMY O ORWELLU 

[10.1.2021 | 23:17:3] [piołun]: ?? 

[10.1.2021 | 23:17:6] [piołun]: a nie 

[10.1.2021 | 23:17:8] [piołun]: Eh 

[10.1.2021 | 23:17:11] [piołun]: ;; 

[10.1.2021 | 23:18:7] [krasnal ogrodowy niko]: Kto to Orwell 

[10.1.2021 | 23:18:13] [krasnal ogrodowy niko]: Aż sobie sprawdzę 

[10.1.2021 | 23:18:20] [piołun]: Pisarz. 

[10.1.2021 | 23:18:36] [piołun]: Napisal m.in. folwark Zwierzecy czy rok 1984 

[10.1.2021 | 23:18:47] [piołun]: Z ktorego wzielo sie okreslenie 'wielki brat' :) 

[10.1.2021 | 23:18:50] [krasnal ogrodowy niko]: Widzę teraz bo sobie czytam UwU 

[10.1.2021 | 23:19:3] [piołun]: Swoja droga bardzo przyhemna ksiazeczka 

[10.1.2021 | 23:19:36] [krasnal ogrodowy niko]: Mieliśmy fragment na polskim kiedyś 

[10.1.2021 | 23:19:43] [piołun]: Fajnie 

[10.1.2021 | 23:19:48] [krasnal ogrodowy niko]: Co była świnia w garniturze chyba 

[10.1.2021 | 23:19:58] [piołun]: Ale fragment nie pokazuje calosci tego:+ 

[10.1.2021 | 23:20:1] [piołun]: Swinia? 

[10.1.2021 | 23:20:4] [krasnal ogrodowy niko]: Nom 

[10.1.2021 | 23:20:7] [piołun]: E-eh? 

[10.1.2021 | 23:20:8] [krasnal ogrodowy niko]: Ale zajebiste jest to 

[10.1.2021 | 23:20:13] [piołun]: Moze chodzi ci o tei 

[10.1.2021 | 23:20:15] [piołun]: Tego 

[10.1.2021 | 23:20:16] [krasnal ogrodowy niko]: Że jestem najmilszą osóbką 

[10.1.2021 | 23:20:17] [piołun]: Ee 

[10.1.2021 | 23:20:23] [krasnal ogrodowy niko]: A rzadko pisze xD 

[10.1.2021 | 23:20:33] [krasnal ogrodowy niko]: Przepraszam ryba poprawie się 

[10.1.2021 | 23:20:46] [piołun]: Braymsa? Xd
Tylko on byl bykiem w garniturze czy cos 

[10.1.2021 | 23:21:1] [krasnal ogrodowy niko]: No 

[10.1.2021 | 23:21:2] [krasnal ogrodowy niko]: Chyba 

[10.1.2021 | 23:21:25] [krasnal ogrodowy niko]: <@785260474505232485> 

[10.1.2021 | 23:21:30] [krasnal ogrodowy niko]: Fajne prof 

[10.1.2021 | 23:21:30] [krasnal ogrodowy niko]: Uwu 

[10.1.2021 | 23:22:34] [Cover]: aha 

[10.1.2021 | 23:22:35] [Cover]: xd 

[10.1.2021 | 23:23:10] [Cover]: Jak coś zrobiłem to profilowe przypatkowo i mi fajnie wyszło i zostało na dłużej 

[10.1.2021 | 23:23:30] [krasnal ogrodowy niko]: Taki myk 

[10.1.2021 | 23:23:32] [krasnal ogrodowy niko]: Tam u fioletowy 

[10.1.2021 | 23:23:45] [krasnal ogrodowy niko]: A u na dole niebieski 

[10.1.2021 | 23:23:48] [piołun]: Bie moge nazwiska znalesc umh 

[10.1.2021 | 23:23:51] [FiczetoX]: Dzień dobry 

[10.1.2021 | 23:23:55] [krasnal ogrodowy niko]: O 

[10.1.2021 | 23:24:14] [piołun]: O'brien 

[10.1.2021 | 23:24:18] [krasnal ogrodowy niko]: Ficzetox 

[11.1.2021 | 11:28:12] [krasnal ogrodowy niko]: Jak Julek był takim berbeciem to miał zapalenie płuc i byłem tam czasami 

[11.1.2021 | 11:28:39] [krasnal ogrodowy niko]: I kupowałem mu baloniki w sklepie, chodziłem z babcią 

[11.1.2021 | 11:41:29] [krasnal ogrodowy niko]: Byłem z evie u weterynarza 

[11.1.2021 | 11:41:31] [krasnal ogrodowy niko]: Jezu Chryste 

[11.1.2021 | 11:41:41] [krasnal ogrodowy niko]: Wbiła mi pazury w kurtkę i nie chciała się puścić 

[11.1.2021 | 11:42:29] [piołun]: Biedna:(( 

[11.1.2021 | 11:42:49] [krasnal ogrodowy niko]: No 

[11.1.2021 | 11:43:0] [krasnal ogrodowy niko]: I teraz nie może dwie godziny jeść, a trzy godziny bez głaskania 

[11.1.2021 | 11:43:9] [krasnal ogrodowy niko]: Bo ma świerzba 

[11.1.2021 | 11:43:32] [piołun]: O o f 

[11.1.2021 | 11:43:38] [piołun]: TYLKO NIE SWIERZBB 

[11.1.2021 | 11:43:39] [piołun]: ASNS 

[11.1.2021 | 11:43:45] [krasnal ogrodowy niko]: XDDD 

[11.1.2021 | 11:43:47] [piołun]: SWEDZI MNIE TERAZ WSZYSYKI '(( 

[11.1.2021 | 11:44:0] [krasnal ogrodowy niko]: Ludzie chyba nie mogą tego mieć nie? 

[11.1.2021 | 11:44:15] [piołun]: Mogą 

[11.1.2021 | 11:44:28] [piołun]: Kazdy moze miec pająki pod skórą :) 

[11.1.2021 | 11:44:31] [krasnal ogrodowy niko]: O kurwa 

[11.1.2021 | 11:44:31] [krasnal ogrodowy niko]: AAAAAA 

[11.1.2021 | 11:44:39] [krasnal ogrodowy niko]: PAJĄKI 

[11.1.2021 | 11:44:42] [piołun]: MUSISS WSSYSTKO WYWIETRZYC ZIĄ 

[11.1.2021 | 11:47:30] [krasnal ogrodowy niko]: Otworze okna 

[11.1.2021 | 11:47:42] [krasnal ogrodowy niko]: A teraz idę obiad gotować 

[11.1.2021 | 11:48:0] [krasnal ogrodowy niko]: Bo maks sobie znowu gdzieś pojechał i jestem sam z wujkiem 

[11.1.2021 | 11:48:3] [krasnal ogrodowy niko]: *Julkiem 

[11.1.2021 | 11:54:41] [18seba03]: czy... ja słyszałem Warszawa? 

[11.1.2021 | 11:57:14] [krasnal ogrodowy niko]: Ta 

[11.1.2021 | 11:57:15] [krasnal ogrodowy niko]: Szpital 

[11.1.2021 | 11:59:24] [po prostu kaczka]: Moja sis ma 

[11.1.2021 | 12:2:42] [krasnal ogrodowy niko]: Ej 

[11.1.2021 | 12:2:55] [krasnal ogrodowy niko]: Wiecie że będzie trzecia część pająka człowieka? 

[11.1.2021 | 12:3:16] [krasnal ogrodowy niko]: Będzie Spider-Man homeless 

[11.1.2021 | 12:3:19] [krasnal ogrodowy niko]: XDDDDDD 

[11.1.2021 | 12:8:51] [piołun]: Ja wiedzialaaam 

[11.1.2021 | 12:9:24] [piołun]: Ja mialam wszystkie ale oddalam siostrze a ta zgubila xd 

[11.1.2021 | 12:10:30] [po prostu kaczka]: Lol 

[11.1.2021 | 12:10:38] [krasnal ogrodowy niko]: Sytuacja sprzed chwili 

[11.1.2021 | 12:11:13] [krasnal ogrodowy niko]: Julek: *schodzi na dół* nikuuu, swędzi mnie wszystko
Ja: *spierdalanko" 

[11.1.2021 | 12:11:27] [piołun]: Na ciula uciekasz 

[11.1.2021 | 12:11:36] [piołun]: Trzeba sanepid w najgorssym orzypadku 

[11.1.2021 | 12:11:42] [krasnal ogrodowy niko]: Co ;_; 

[11.1.2021 | 12:11:49] [piołun]: Wszyscy mieszkancy i znajomi co byli u ciebie kwarantanna 

[11.1.2021 | 12:11:52] [piołun]: Naajak 

[11.1.2021 | 12:12:30] [krasnal ogrodowy niko]: Nażarł się czekolady, a nie może za dużo 

[11.1.2021 | 12:12:34] [krasnal ogrodowy niko]: I ma pokrzywkę 

[11.1.2021 | 12:13:8] [piołun]: Ojc 

[11.1.2021 | 12:15:51] [po prostu kaczka]: Wez mnie tez wszystko swedzi teraz 

[11.1.2021 | 12:16:1] [po prostu kaczka]: Przez internet sie zarazilam od cb 

[11.1.2021 | 12:16:38] [piołun]: Chce byc proszkiem 

[11.1.2021 | 12:16:52] [Kishunia]: Chętnie Cię skremuje za darmo 

[11.1.2021 | 12:16:58] [Kishunia]: Będziesz jak twój dziadek 

[11.1.2021 | 12:17:23] [piołun]: Skond wiesz 

[11.1.2021 | 12:17:47] [piołun]: Ale musimy czekac do 25 sierpnia 

[11.1.2021 | 12:17:56] [piołun]: Zdechne mu w urodziny :) 

[11.1.2021 | 12:18:11] [Kishunia]: Ok 

[11.1.2021 | 13:7:40] [18seba03]: zaklepuje nereczki 

[11.1.2021 | 13:54:21] [DoctorToxic]: Właśnie sobie uświadomiłem że nazwałem postać Nicolas 

[11.1.2021 | 13:54:28] [DoctorToxic]: Zabijcie mnie 

[11.1.2021 | 13:54:37] [piołun]: Czemu 

[11.1.2021 | 13:54:45] [krasnal ogrodowy niko]: Czyżbyś robiła postać? 

[11.1.2021 | 13:55:15] [DoctorToxic]: Niestety nie tutaj 👁👄👁 

[11.1.2021 | 13:56:43] [DoctorToxic]: {\__/}
( • . •) Just a quick game of
/ >📱 Among us
{̙\̞̪͖_͉̜͇_͇̻͎/̰̗͙}
̖̟̳(̖̺̣ ͖̦̠•̮͍ ̞̮̲.̯͕͓ ͍̩͙•̣̼̦)͍̤̤   *loses 10 games*
͚̠̩/̞̪̯ ͙͕͈ ̯̳̙>͍̞͈  📱  


Ja dosłownie przed chwilą 

[11.1.2021 | 14:23:57] [FiczetoX]: Dzień dobry 

[11.1.2021 | 14:24:4] [Invejosa]: Hej 

[11.1.2021 | 14:25:6] [18seba03]: Panowie Adminowie mam sprawę 

[11.1.2021 | 14:25:23] [18seba03]: Dokładniej prośbę: Można prosić o emotke picia herbaty? 

[11.1.2021 | 14:25:56] [FiczetoX]: Poszukam 

[11.1.2021 | 14:26:11] [18seba03]: Mogę Ci wysłać jak chcesz 

[11.1.2021 | 14:26:15] [FiczetoX]: I przerobię trochę, jak to ja 

[11.1.2021 | 14:29:48] [FiczetoX]: Wyślij na priva 

[11.1.2021 | 14:29:57] [po prostu kaczka]: Ja caly czas waham się nad postacią 

[11.1.2021 | 14:31:16] [18seba03]: Zaakceptuj zapro bo masz blokniete wiadomości od nieznajomych 

[11.1.2021 | 14:32:52] [FiczetoX]: Nie mam -_- 

[11.1.2021 | 14:34:48] [FiczetoX]: Zrób, będzie ratunek 

[11.1.2021 | 14:35:2] [DoctorToxic]: Jaki ratunek 

[11.1.2021 | 14:37:3] [FiczetoX]: Będzie masowy wątek ratunkowy 

[11.1.2021 | 14:37:12] [DoctorToxic]: Oh 

[11.1.2021 | 14:38:42] [po prostu kaczka]: Nio ja bym lekarza zrobiła 

[11.1.2021 | 14:47:0] [FiczetoX]: <@303250741429272577> Już 

[11.1.2021 | 15:4:39] [tsuki]: <:SipTea:798186068364492830> 

[11.1.2021 | 15:5:20] [Kishunia]: Nicolas? W sensie Cage? 

[11.1.2021 | 15:5:41] [Kishunia]: Czy tesla 

[11.1.2021 | 15:6:9] [18seba03]: <:SipTea:798186068364492830> 

[11.1.2021 | 15:49:7] [tsuki]: <:SipTea:798193947553562684> 

[11.1.2021 | 15:49:13] [tsuki]: Ale to jest kawaii 

[11.1.2021 | 15:50:0] [po prostu kaczka]: <:cryingNiko2:788175261367402527> 

[11.1.2021 | 16:22:1] [18seba03]: Emotką picia zawsze jest thebest 

[11.1.2021 | 16:22:7] [18seba03]: <:SipTea:798193947553562684> 

[11.1.2021 | 16:22:29] [FiczetoX]: Musiałem wcisnąć ten znaczek, heh 

[11.1.2021 | 16:58:10] [DoctorToxic]: <:cat2:788153511803617301> 

[11.1.2021 | 16:58:15] [DoctorToxic]: Lubię to 

[11.1.2021 | 17:3:58] [Kishunia]: Alzheimer może mieć dobrą strone 

[11.1.2021 | 17:4:1] [Kishunia]: Change my mind 

[11.1.2021 | 17:5:18] [Kishunia]: W końcu, kto nie chciałby móc jeszcze raz przejść takiego Gothica 

[11.1.2021 | 17:5:21] [Kishunia]: Jak za dziecka 

[11.1.2021 | 18:33:25] [18seba03]: aż się popłakałem 

[11.1.2021 | 18:33:50] [Kishunia]: Życie jest jak Polonez 

[11.1.2021 | 18:33:53] [Kishunia]: Ciągle się pierdoli 

[11.1.2021 | 18:34:40] [18seba03]: Gothic to cudo i przyzanm, z chęcią bym zapomniał te chwile by przejść je jeszcze raz 

[11.1.2021 | 18:35:31] [18seba03]: dalej czekam na dobry Remake Gothica 

[11.1.2021 | 18:35:41] [Kishunia]: Śmieszne 

[11.1.2021 | 18:35:58][Kishunia]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/798243825692311633/123467674_4189858811062894_1195962769172015490_n.png] 

[11.1.2021 | 18:36:45] [18seba03]: yup 

[11.1.2021 | 18:37:23] [18seba03]: ale w japonii jest to prawdziwe 

[11.1.2021 | 18:45:14] [krasnal ogrodowy niko]: To na zdjęcia 

[11.1.2021 | 18:45:29] [krasnal ogrodowy niko]: Bo to nie jest reakcja 

[11.1.2021 | 18:45:34] [krasnal ogrodowy niko]: Usunę tu 

[11.1.2021 | 19:1:55] [krasnal ogrodowy niko]: <@703181803589992468>  witamy na serwerze ^^ 

[11.1.2021 | 19:2:16] [Adan]: hm 

[11.1.2021 | 19:2:18] [Adan]: Hejk 

[11.1.2021 | 19:31:5] [DoctorToxic]: Me -*staje na korytarzu z napojem*
Ojczym -*wyszedł z łazienki*
Me -*patrzę na niego*
Ojczym -*patrzy na mnie*
Me - 👁👄👁
Ojczym -*zapina nagle rozporek*
Me -*zadławiłem się napojem* 

[11.1.2021 | 19:49:19] [cheeto pizzerini]: SDFGHKUJILHUYGTFDFYU 

[11.1.2021 | 20:0:38] [Kishunia]: Smutno me 

[11.1.2021 | 20:2:59] [Kishunia]: Naprawa mojego komputera, przekracza jego wartość. Ok. 300 zł kosztuje, a wartość 5 dych 

[11.1.2021 | 20:7:57] [18seba03]: jakie parametry pc-eta masz? xd 

[11.1.2021 | 20:20:11] [po prostu kaczka]: XD 

[11.1.2021 | 20:32:49] [Deamovsky]: też jestem ciekawy 

[11.1.2021 | 22:10:38] [krasnal ogrodowy niko]: Choróbsko mnie jakieś bierze chyba 

[11.1.2021 | 22:10:47] [krasnal ogrodowy niko]: Kręci mi się w głowie i mi ciepło 

[11.1.2021 | 22:55:20] [18seba03]: To ja Ci powiem że masz fajnie w porównaniu do mego znajomego. Ja to mam ciągle stały internet bez żadnych limitów 

[11.1.2021 | 22:57:6] [Deamovsky]: no ja pomimo że mieszkam niedaleko centrum warszawy to nie mam światłowodu i mógłbym mieć neostradę do 20mb/s ale nie dość że wszystko wolno by się pobierało to jeszcze są jakieś problemy z podłączeniem więc no 

[11.1.2021 | 22:57:23] [Deamovsky]: zostaje mi tylko internet LTE 

[11.1.2021 | 22:59:41] [18seba03]: Ahh Warszawa  gdy tylko słyszę tą nazwę mam chęć ~~wziąć Mołotowy i ją nimi obrzucać~~ ehem znaczy pojechać tam z wycieczką szkolną już 14 raz 

[11.1.2021 | 22:59:44] [18seba03]: <:SipTea:798193947553562684> 

[11.1.2021 | 23:1:23] [Deamovsky]: taki problem z internetem mam tylko dlatego że obok budynku w którym mieszkam jest wojsko i nie pozwalają na doprowadzenie światłowodu pomimo że sami z niego korzystają 

[11.1.2021 | 23:5:3] [18seba03]: Ahła xD, może myślą że będziesz wymieniał informacje z Ruskimi.... 

[11.1.2021 | 23:5:20] [Deamovsky]: XD 

[12.1.2021 | 10:17:59] [Kishunia]: To wy macie koszmary? 

[12.1.2021 | 10:23:1] [Kishunia]: Specjalista radzi! Jak dwie dziewczyny walczą, to sprawdź czy nie mają raka piersi 

[12.1.2021 | 10:40:9] [po prostu kaczka]: Co 

[12.1.2021 | 10:55:43] [krasnal ogrodowy niko]: Wtf 

[12.1.2021 | 10:59:17] [DoctorToxic]: Smutno mi 

[12.1.2021 | 10:59:25] [DoctorToxic]: Siostra ukradła mi kanapkę 

[12.1.2021 | 10:59:58] [Kishunia]: Hahaha 

