[7.1.2021 | 17:49:44] [COVER]: 6946 
[24.1.2021 | 23:53:52] [..nath]: Ooo 

[24.1.2021 | 23:53:54] [..nath]: <33 

[24.1.2021 | 23:54:26] [Chmielewski002]: Sama chciałaś 

[24.1.2021 | 23:54:50] [..nath]: Dziękuję 

[25.1.2021 | 10:54:11] [Cichy]: O godzinie 0:37 już śpię. Jeżeli załatwię hosting, bot będzie aktywny 24/7. 

[25.1.2021 | 10:56:47] [🐬 Bluenade_]: wr 

[25.1.2021 | 11:20:27] [sirvel_wolf]: gun 

[25.1.2021 | 11:21:46] [sirvel_wolf]: chyba nie ma AA12 

[25.1.2021 | 11:21:51] [sirvel_wolf]: xd 

[25.1.2021 | 12:15:48] [sirvel_wolf]: .bal 

[25.1.2021 | 12:15:54] [sirvel_wolf]: .work 

[25.1.2021 | 12:15:58] [sirvel_wolf]: .slut 

[25.1.2021 | 12:16:2] [sirvel_wolf]: .crime 

[25.1.2021 | 12:16:6] [sirvel_wolf]: .dep all 

[25.1.2021 | 12:16:10] [sirvel_wolf]: .top 

[25.1.2021 | 12:29:52] [🐬 Bluenade_]: c: 

[25.1.2021 | 19:28:28] [Rycesz]: .work 

[25.1.2021 | 19:28:37] [Rycesz]: .dep all 

[25.1.2021 | 19:29:2] [Rycesz]: .collect-income 

[25.1.2021 | 19:29:12] [Rycesz]: .bal 

[25.1.2021 | 21:25:13] [szym402pl]: .rob 750372554971283506 

[25.1.2021 | 21:25:20] [szym402pl]: .collect-income 

[25.1.2021 | 21:25:22] [szym402pl]: .work 

[25.1.2021 | 21:25:24] [szym402pl]: .slut 

[25.1.2021 | 21:25:25] [szym402pl]: .crime 

[25.1.2021 | 21:25:28] [szym402pl]: .dep all 

[25.1.2021 | 21:25:31] [szym402pl]: .top 

[25.1.2021 | 22:7:36] [Rycesz]: .collect-income 

[25.1.2021 | 22:7:42] [Rycesz]: .work 

[25.1.2021 | 22:8:5] [Rycesz]: .dep all 

[25.1.2021 | 22:8:19] [Rycesz]: .bal 

[25.1.2021 | 22:22:34] [NoOne]: . collect-income 

[25.1.2021 | 22:22:36] [NoOne]: .work 

[25.1.2021 | 22:22:38] [NoOne]: .slut 

[25.1.2021 | 22:22:40] [NoOne]: .crime 

[25.1.2021 | 22:22:42] [NoOne]: .dep all 

[25.1.2021 | 23:32:20] [😟Fox😞]: /reps 

[25.1.2021 | 23:32:33] [😟Fox😞]: /reps <@!641298562910519348> 

[25.1.2021 | 23:33:8] [😟Fox😞]: .work 

[25.1.2021 | 23:33:12] [😟Fox😞]: .slut 

[25.1.2021 | 23:33:19] [😟Fox😞]: .crime 

[25.1.2021 | 23:33:30] [😟Fox😞]: .dep all 

[25.1.2021 | 23:33:36] [😟Fox😞]: .shop 

[26.1.2021 | 8:47:26] [😞Fox😞]: .work 

[26.1.2021 | 8:47:33] [😞Fox😞]: .crime 

[26.1.2021 | 8:47:36] [😞Fox😞]: .slut 

[26.1.2021 | 8:49:36] [🐬 Bluenade_]: .collect-income 

[26.1.2021 | 8:49:40] [🐬 Bluenade_]: .bal 

[26.1.2021 | 8:49:44] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 9:6:54] [🐬 Bluenade_]: .bal 

[26.1.2021 | 9:6:57] [🐬 Bluenade_]: ło luju 

[26.1.2021 | 9:16:22] [ŁC_]: ej jak zmienić prefix wollfera na swoim serwerze? 

[26.1.2021 | 9:16:37] [Cichy]: Jeszcze nie wdrożyłem takiej możliwości. 

[26.1.2021 | 9:16:47] [Cichy]: Będę ją wdrażał, na razie nie ma możliwości. 

[26.1.2021 | 9:16:56] [Cichy]: Możesz innego bota skonfigurować tak, aby miał inny prefix. 

[26.1.2021 | 9:17:11] [Cichy]: Jeżeli boty się "gryzą" 

[26.1.2021 | 9:44:6] [Shibe]: .collect-income 

[26.1.2021 | 9:44:23] [Shibe]: .work 

[26.1.2021 | 9:44:27] [Shibe]: .crime 

[26.1.2021 | 9:44:29] [Shibe]: .slut 

[26.1.2021 | 9:44:31] [Shibe]: .dep all 

[26.1.2021 | 9:44:37] [Shibe]: .rob <@!721619240721055797> 

[26.1.2021 | 9:44:55] [🐬 Bluenade_]: .work 

[26.1.2021 | 9:45:0] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 12:57:25] [🐬 Bluenade_]: .work 

[26.1.2021 | 12:57:28] [🐬 Bluenade_]: .slut 

[26.1.2021 | 12:57:38] [🐬 Bluenade_]: .crime 

[26.1.2021 | 12:57:39] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 13:15:17] [Rycesz]: .work 

[26.1.2021 | 14:5:26] [Chmielewski002]: .work 

[26.1.2021 | 14:5:27] [Chmielewski002]: .slut 

[26.1.2021 | 14:5:29] [Chmielewski002]: .crime 

[26.1.2021 | 14:5:34] [Chmielewski002]: .collect-income 

[26.1.2021 | 14:5:37] [Chmielewski002]: . Money 

[26.1.2021 | 14:5:57] [Chmielewski002]: .buty Vip 

[26.1.2021 | 14:6:2] [Chmielewski002]: .buy Vip 

[26.1.2021 | 14:6:6] [Chmielewski002]: 2 

[26.1.2021 | 14:6:16] [Chmielewski002]: .with all 

[26.1.2021 | 14:6:41] [Chmielewski002]: .shop 

[26.1.2021 | 14:6:53] [Szop Pracz]: .work 

[26.1.2021 | 14:6:55] [Szop Pracz]: .slut 

[26.1.2021 | 14:6:58] [Szop Pracz]: .crime 

[26.1.2021 | 14:7:1] [🐬 Bluenade_]: .work 

[26.1.2021 | 14:7:2] [Szop Pracz]: .dep all 

[26.1.2021 | 14:7:3] [🐬 Bluenade_]: .slut 

[26.1.2021 | 14:7:6] [Szop Pracz]: .bal 

[26.1.2021 | 14:7:7] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 14:7:13] [🐬 Bluenade_]: wut 

[26.1.2021 | 14:7:18] [🐬 Bluenade_]: .bal 

[26.1.2021 | 14:7:24] [🐬 Bluenade_]: .crime 

[26.1.2021 | 14:7:58] [Szop Pracz]: .bal 

[26.1.2021 | 14:8:0] [Szop Pracz]: .top 

[26.1.2021 | 14:8:6] [Szop Pracz]: .dep all 

[26.1.2021 | 14:9:7] [😔 Fox 😔]: .work 

[26.1.2021 | 14:9:11] [😔 Fox 😔]: .slut 

[26.1.2021 | 14:9:15] [😔 Fox 😔]: .crime 

[26.1.2021 | 14:9:23] [😔 Fox 😔]: .dep all 

[26.1.2021 | 14:9:28] [😔 Fox 😔]: .bal 

[26.1.2021 | 14:9:36] [😔 Fox 😔]: .shop 

[26.1.2021 | 14:9:47] [🐬 Bluenade_]: .bal 

[26.1.2021 | 14:9:50] [😔 Fox 😔]: .work 

[26.1.2021 | 14:9:58] [Chmielewski002]: .pay 

[26.1.2021 | 14:10:12] [Chmielewski002]: .give-money <@559073575340998668> 1600 

[26.1.2021 | 14:10:17] [😔 Fox 😔]: .pay <@!802644548999708683> 300 

[26.1.2021 | 14:10:19] [Chmielewski002]: Kup sobie svipa 

[26.1.2021 | 14:10:29] [😔 Fox 😔]: .with all 

[26.1.2021 | 14:10:38] [😔 Fox 😔]: .pay <@!802644548999708683> 300 

[26.1.2021 | 14:10:55] [🐬 Bluenade_]: 😳 

[26.1.2021 | 14:11:0] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 14:11:2] [🐬 Bluenade_]: .bal 

[26.1.2021 | 14:11:5] [😔 Fox 😔]: .work 

[26.1.2021 | 14:11:8] [🐬 Bluenade_]: .with all 

[26.1.2021 | 14:11:10] [😔 Fox 😔]: .crime 

[26.1.2021 | 14:11:11] [🐬 Bluenade_]: .shop 

[26.1.2021 | 14:11:22] [🐬 Bluenade_]: .buy-item svip 

[26.1.2021 | 14:11:28] [🐬 Bluenade_]: .use-item svip 

[26.1.2021 | 14:11:43] [🐬 Bluenade_]: <@802644548999708683> <3333 

[26.1.2021 | 14:13:10] [Chmielewski002]: To może... teraz się pogodzimy raz na zawsze? 

[26.1.2021 | 14:13:45] [🐬 Bluenade_]: może 

[26.1.2021 | 15:47:46] [sirvel_wolf]: .bla 

[26.1.2021 | 15:47:50] [sirvel_wolf]: .bal 

[26.1.2021 | 15:47:55] [sirvel_wolf]: .work 

[26.1.2021 | 15:47:58] [sirvel_wolf]: .slut 

[26.1.2021 | 15:48:2] [sirvel_wolf]: .crime 

[26.1.2021 | 15:48:32] [sirvel_wolf]: .bal <@!610016371732119552> 

[26.1.2021 | 15:48:40] [sirvel_wolf]: .rob <@!610016371732119552> 

[26.1.2021 | 15:48:50] [sirvel_wolf]: 😕 

[26.1.2021 | 21:29:23] [Chmielewski002]: <@749016976793272360> 

[26.1.2021 | 21:29:32] [Chmielewski002]: <@749016976793272360> 

[26.1.2021 | 21:34:22] [Cichy]: <@!749016976793272360> 

[26.1.2021 | 22:12:10] [Szop Pracz]: .collect-income 

[26.1.2021 | 22:12:14] [Szop Pracz]: .work 

[26.1.2021 | 22:12:18] [Szop Pracz]: .dep all 

[26.1.2021 | 23:11:2] [🐬 Bluenade_]: .work 

[26.1.2021 | 23:11:3] [🐬 Bluenade_]: .slut 

[26.1.2021 | 23:11:8] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 23:13:47] [Rycesz]: .collect-income 

[26.1.2021 | 23:13:55] [Rycesz]: .work 

[26.1.2021 | 23:14:2] [Rycesz]: .dep all 

[26.1.2021 | 23:14:7] [Rycesz]: .bal 

[26.1.2021 | 23:14:34] [🐬 Bluenade_]: .crime 

[26.1.2021 | 23:14:38] [🐬 Bluenade_]: .dep 48 

[26.1.2021 | 23:14:42] [🐬 Bluenade_]: .collect-income 

[26.1.2021 | 23:14:46] [🐬 Bluenade_]: .dep all 

[26.1.2021 | 23:19:39] [Chmielewski002]: . Work 

[26.1.2021 | 23:19:40] [Chmielewski002]: .slut 

[26.1.2021 | 23:19:42] [Chmielewski002]: .crime 

[26.1.2021 | 23:19:44] [Chmielewski002]: . Dep all 

[26.1.2021 | 23:24:31] [NoOne]: . collect-income 

[26.1.2021 | 23:24:33] [NoOne]: .work 

[26.1.2021 | 23:24:35] [NoOne]: .slut 

[26.1.2021 | 23:24:41] [NoOne]: .crime 

[26.1.2021 | 23:24:46] [NoOne]: .dep all 

[26.1.2021 | 23:24:54] [🐬 Bluenade_]: .work 

[26.1.2021 | 23:25:2] [🐬 Bluenade_]: .roulette 

[26.1.2021 | 23:30:30] [💜-Agatka007-💜]: .work 

[26.1.2021 | 23:30:32] [💜-Agatka007-💜]: .crime 

[26.1.2021 | 23:30:33] [💜-Agatka007-💜]: .slut 

[26.1.2021 | 23:30:35] [💜-Agatka007-💜]: .dep all 

[26.1.2021 | 23:30:37] [💜-Agatka007-💜]: .bal 

[26.1.2021 | 23:30:39] [💜-Agatka007-💜]: . collect-income 

[26.1.2021 | 23:30:43] [💜-Agatka007-💜]: .bal 

[26.1.2021 | 23:30:46] [💜-Agatka007-💜]: .top 

[27.1.2021 | 10:8:59] [Sverige AKA Damian.]: .work 

[27.1.2021 | 10:9:2] [Sverige AKA Damian.]: .slut 

[27.1.2021 | 10:9:4] [Sverige AKA Damian.]: .crime 

[27.1.2021 | 10:9:10] [Sverige AKA Damian.]: .dep all 

[27.1.2021 | 10:11:45] [Rycesz]: .work 

[27.1.2021 | 10:17:40] [Chmielewski002]: .work 

[27.1.2021 | 10:17:41] [Chmielewski002]: .slut 

[27.1.2021 | 10:17:42] [Chmielewski002]: .crime 

[27.1.2021 | 10:17:45] [Chmielewski002]: .dep all 

[27.1.2021 | 10:17:47] [Chmielewski002]: .collect-income 

[27.1.2021 | 10:17:50] [Chmielewski002]: . Dep all 

[27.1.2021 | 10:18:17] [🐬 Bluenade_]: .bal 

[27.1.2021 | 10:18:19] [🐬 Bluenade_]: .work 

[27.1.2021 | 10:18:23] [🐬 Bluenade_]: .slut 

[27.1.2021 | 10:18:25] [🐬 Bluenade_]: .crime 

[27.1.2021 | 10:18:29] [🐬 Bluenade_]: .with 40 

[27.1.2021 | 10:18:38] [🐬 Bluenade_]: .bal 

[27.1.2021 | 10:18:41] [🐬 Bluenade_]: .dep all 

[27.1.2021 | 10:18:59] [🐬 Bluenade_]: .roulette 

[27.1.2021 | 10:19:17] [💜-Agatka007-💜]: .work 

[27.1.2021 | 10:26:35] [Sverige AKA Damian.]: /collect-income 

[27.1.2021 | 10:26:48] [Sverige AKA Damian.]: .collect-income 

[27.1.2021 | 10:53:37] [🐬 Bluenade_]: to sie nazywa flood 

[27.1.2021 | 10:53:39] [🐬 Bluenade_]: ale okej 

[27.1.2021 | 10:53:50] [🐬 Bluenade_]: jak ktoś wstawia ci ściane tekstu to flooduje 

[27.1.2021 | 10:54:15][NoOne]: undefined [Image Link:https://cdn.discordapp.com/attachments/795088601775734815/803925830241615892/Screenshot_2021-01-27-10-54-03-44_572064f74bd5f9fa804b05334aa4f912.jpg] 

[27.1.2021 | 10:54:16] [NoOne]: Ściana 

[27.1.2021 | 10:54:22] [NoOne]: Albo jestem ślepy 

[27.1.2021 | 10:55:49] [sirvel_wolf]: ty ściany nie widziałeś 

[27.1.2021 | 10:56:10] [sirvel_wolf]: ja ci moge na pv wysłać z samych 9 

[27.1.2021 | 10:56:15] [🐬 Bluenade_]: to sie nazywa FLOOD 

[27.1.2021 | 10:56:52] [sirvel_wolf]: flood to pare oddzielnych wiadomości 

[27.1.2021 | 10:57:12] [sirvel_wolf]: a ściana to jedna długa wiadomość 

[27.1.2021 | 10:57:49] [NoOne]: To jest jedna długa wiadomość 

[27.1.2021 | 10:57:54] [🐬 Bluenade_]: bruh 

[27.1.2021 | 10:58:4] [🐬 Bluenade_]: wy wiecie co to jest flood? 

[27.1.2021 | 10:58:14] [🐬 Bluenade_]: flood to wiadomość która po prostu zaśmiec chat 

[27.1.2021 | 12:13:17] [Diablo2609]: .collect-income 

[27.1.2021 | 12:43:32] [Rycesz]: .work 

[27.1.2021 | 12:43:45] [Rycesz]: .dep all 

[27.1.2021 | 12:43:50] [Rycesz]: .bal 

[27.1.2021 | 12:46:38] [Diablo2609]: .work 

[27.1.2021 | 12:46:41] [Diablo2609]: .slut 

[27.1.2021 | 12:46:49] [Diablo2609]: .crime 

[27.1.2021 | 12:46:53] [Diablo2609]: .dep all 

[27.1.2021 | 13:0:35] [Rycesz]: .slut 

[27.1.2021 | 13:0:44] [Rycesz]: .dep all 

[27.1.2021 | 13:0:51] [Rycesz]: .bal 

[27.1.2021 | 13:0:59] [Rycesz]: .shop 

[27.1.2021 | 13:1:29] [Rycesz]: .buy-item svip 

[27.1.2021 | 13:4:11] [Cichy]: .money <@!519532239995011073> 

[27.1.2021 | 13:4:17] [Cichy]: Wypłać pieniądze z banku. 

[27.1.2021 | 13:4:23] [Cichy]: Polecenie: /With all 

[27.1.2021 | 13:4:45] [Cichy]: Następnie wpisz: .buy-item Svip 

[27.1.2021 | 13:4:51] [Rycesz]: .With all 

[27.1.2021 | 13:5:11] [Rycesz]: .buy-item Svip 

[27.1.2021 | 13:5:17] [Cichy]: Teraz użyj, .use 

[27.1.2021 | 13:5:21] [Cichy]: .use-item Svip 

[27.1.2021 | 13:5:32] [Rycesz]: .use-item Svip 

[27.1.2021 | 13:5:48] [Rycesz]: dzięki <@!632672411141013530> 

[27.1.2021 | 13:22:58] [Invejosa]: 💓 

[27.1.2021 | 15:47:59] [🐬 Bluenade_]: .work 

[27.1.2021 | 15:48:3] [🐬 Bluenade_]: .slut 

[27.1.2021 | 15:48:9] [🐬 Bluenade_]: .dep all 

[27.1.2021 | 16:5:51] [sirvel_wolf]: .work 

[27.1.2021 | 16:5:54] [sirvel_wolf]: .slut 

[27.1.2021 | 16:5:56] [sirvel_wolf]: .crime 

[27.1.2021 | 16:5:59] [sirvel_wolf]: .dep all 

[27.1.2021 | 16:6:3] [sirvel_wolf]: .bal 

[27.1.2021 | 16:6:8] [sirvel_wolf]: .top 

[27.1.2021 | 16:6:38] [NoOne]: . collect-income 

[27.1.2021 | 16:6:42] [NoOne]: ;-; 

[27.1.2021 | 16:6:44] [NoOne]: .work 

[27.1.2021 | 16:6:46] [NoOne]: .slut 

[27.1.2021 | 16:6:50] [NoOne]: .crime 

[27.1.2021 | 16:6:52] [NoOne]: .dep all 

[27.1.2021 | 16:11:39] [🐬 Bluenade_]: .bal 

[27.1.2021 | 16:11:53] [🐬 Bluenade_]: czemu nie moge .roulette zrobić 

[27.1.2021 | 16:11:54] [🐬 Bluenade_]: scam 

[27.1.2021 | 16:12:18] [NoOne]: Nie scam 

[27.1.2021 | 16:12:24] [NoOne]: Komenda jest wyłączona 

[27.1.2021 | 16:12:30] [🐬 Bluenade_]: ale no scam 

[27.1.2021 | 16:12:38] [🐬 Bluenade_]: bo mam farta do tego 

[27.1.2021 | 16:12:47] [🐬 Bluenade_]: i raz z 200 zrobiłam 3000 

[27.1.2021 | 16:12:50] [🐬 Bluenade_]: ;c 

[27.1.2021 | 16:13:12] [NoOne]: Pozdrawiam robić ruletkę na 200k + 

[27.1.2021 | 16:13:50] [🐬 Bluenade_]: ale ja robiłam żeby przegrać co miałam 

[27.1.2021 | 16:14:5] [NoOne]: Też 

[27.1.2021 | 16:14:12] [NoOne]: Za wszytko poszliśmy 

[27.1.2021 | 18:11:33] [sirvel_wolf]: .work 

[27.1.2021 | 18:11:35] [sirvel_wolf]: .slut 

[27.1.2021 | 18:11:39] [sirvel_wolf]: .crime 

[27.1.2021 | 18:11:43] [sirvel_wolf]: .dep all 

[27.1.2021 | 18:11:48] [sirvel_wolf]: .bal 

[27.1.2021 | 18:11:54] [sirvel_wolf]: .top 

[27.1.2021 | 18:14:56] [Chmielewski002]: .work 

[27.1.2021 | 18:14:57] [Chmielewski002]: .slut 

[27.1.2021 | 18:15:1] [Chmielewski002]: .crime 

[27.1.2021 | 18:15:6] [Chmielewski002]: .collect-income 

[27.1.2021 | 18:15:8] [Chmielewski002]: . Dep all 

[27.1.2021 | 18:29:2] [Invejosa]: .Work 

[27.1.2021 | 18:29:4] [Invejosa]: .Slut 

[27.1.2021 | 18:29:5] [Invejosa]: .Crime 

[27.1.2021 | 18:29:9] [Invejosa]: .Collect-income 

[27.1.2021 | 18:29:13] [Invejosa]: .Dep all 

[27.1.2021 | 18:29:32] [Invejosa]: .Money 

[27.1.2021 | 18:33:50] [🐬 Bluenade_]: .work 

[27.1.2021 | 18:33:53] [🐬 Bluenade_]: .slut 

[27.1.2021 | 18:34:0] [🐬 Bluenade_]: .dep all 

[27.1.2021 | 18:48:11] [Chmielewski002]: .money 

[27.1.2021 | 18:48:36] [🐬 Bluenade_]: .top 

[27.1.2021 | 18:48:43] [Chmielewski002]: .with all 

[27.1.2021 | 18:48:47] [🐬 Bluenade_]: .bal czekoladka 

[27.1.2021 | 18:48:53] [🐬 Bluenade_]: sad 

[27.1.2021 | 18:48:58] [Chmielewski002]: .give-money <@793522598000459788> 1500 

[27.1.2021 | 18:49:9] [Chmielewski002]: Tako prezent ode mnie 

[27.1.2021 | 18:52:4] [Shibe]: .bal @Czekoladka#2669 

[27.1.2021 | 18:52:10] [Invejosa]: Dziękuję 💓 

[27.1.2021 | 18:52:16] [Shibe]: .bal <@634450543179333643> 

[27.1.2021 | 18:52:36] [🐬 Bluenade_]: ma 91 

[27.1.2021 | 18:52:43] [Shibe]: Wiem 

[27.1.2021 | 18:52:50] [🐬 Bluenade_]: już sprawdzałam xD 

[27.1.2021 | 18:52:52] [Invejosa]: .top 2 

[27.1.2021 | 18:53:0] [Invejosa]: .money Kamil 

[27.1.2021 | 18:53:7] [Invejosa]: .money Kamil#5 

[27.1.2021 | 18:53:13] [Invejosa]: .money Kamil#5493 

[27.1.2021 | 18:53:37] [Invejosa]: .money Cichy#6275 

[27.1.2021 | 18:53:51] [Invejosa]: Cichy chyba zdobył 7.5k <:Rubin:764543629468499968> przez samo pisanie 🤣 

[27.1.2021 | 18:54:3] [Shibe]: Jak sie tak zdobywa? 

[27.1.2021 | 18:54:5] [Shibe]: .bal 

[27.1.2021 | 18:54:9] [Shibe]: .dep all 

[27.1.2021 | 18:54:13] [🐬 Bluenade_]: .rob <@632672411141013530> 

[27.1.2021 | 18:54:18] [🐬 Bluenade_]: <3 

[27.1.2021 | 18:54:20] [Invejosa]: Jeeej 

[27.1.2021 | 18:54:20] [Shibe]: .rob <@632672411141013530> 

[27.1.2021 | 18:54:27] [Invejosa]: Okradli Cichego 

[27.1.2021 | 18:54:29] [Shibe]: Kurcze 

[27.1.2021 | 18:54:31] [🐬 Bluenade_]: .pay <@632672411141013530> all 

[27.1.2021 | 18:54:32] [Shibe]: Ja dałem 

[27.1.2021 | 18:54:34] [🐬 Bluenade_]: masz 

[27.1.2021 | 18:54:34] [Shibe]: xD 

[27.1.2021 | 18:54:35] [🐬 Bluenade_]: oddaje 

[27.1.2021 | 18:54:42] [🐬 Bluenade_]: z procentem mu oddałam 

[27.1.2021 | 18:54:48] [🐬 Bluenade_]: bo już mam co chciałam w sumie 

[27.1.2021 | 18:54:58] [Shibe]: .shop 

[27.1.2021 | 18:55:2] [Shibe]: .shop 2 

[27.1.2021 | 18:55:4] [Invejosa]: Co chciałaś? 

[27.1.2021 | 18:55:12] [🐬 Bluenade_]: svipa 

[27.1.2021 | 18:55:12] [🐬 Bluenade_]: i mam 

[27.1.2021 | 18:55:13] [Shibe]: S-vip 

[27.1.2021 | 18:55:17] [🐬 Bluenade_]: więc no 

[27.1.2021 | 18:55:22] [Invejosa]: Chmielewski kupił 🤣 

[27.1.2021 | 18:55:28] [Invejosa]: Przecież Twój największy wróg 

[27.1.2021 | 18:55:29] [🐬 Bluenade_]: cichaj tam 

[27.1.2021 | 18:55:31] [🐬 Bluenade_]: xD 

[27.1.2021 | 18:55:51] [Shibe]: Invesoja moge cos sie spytac na pv? 

[27.1.2021 | 18:55:56] [Invejosa]: Tak 

[27.1.2021 | 19:0:16] [🐬 Bluenade_]: uwu 

[27.1.2021 | 19:1:6] [🐬 Bluenade_]: wut 

[27.1.2021 | 19:1:16] [🐬 Bluenade_]: dlaczemu tak? 

[27.1.2021 | 19:1:34] [Invejosa]: Nie wiem, tak o, byś sie poczuła lepiej 

[27.1.2021 | 19:2:2] [🐬 Bluenade_]: a dziękuje 

[27.1.2021 | 19:2:27] [Invejosa]: ❣️ 

[27.1.2021 | 19:2:37] [🐬 Bluenade_]: :* 

[27.1.2021 | 19:3:2] [Invejosa]: https://tenor.com/view/kitten-cat-typing-typing-cat-gif-5751430 

[27.1.2021 | 19:3:31] [Invejosa]: Kot gejmer 🤣 

[27.1.2021 | 19:7:5] [🐬 Bluenade_]: 😳 

[27.1.2021 | 19:7:6] [🐬 Bluenade_]: 👉 👈 

[27.1.2021 | 19:8:5] [Invejosa]: <:PepeOk:795980596685701152> 

[27.1.2021 | 19:50:11] [🐬 Bluenade_]: <3 

[27.1.2021 | 19:50:41] [..nath]: <33 

[27.1.2021 | 19:50:50] [🐬 Bluenade_]: <333 

[27.1.2021 | 20:5:12] [sirvel_wolf]: .work 

[27.1.2021 | 20:5:15] [sirvel_wolf]: .slut 

[27.1.2021 | 20:5:19] [sirvel_wolf]: .crime 

[27.1.2021 | 20:18:7] [sirvel_wolf]: .work 

[27.1.2021 | 20:18:11] [sirvel_wolf]: .slut 

[27.1.2021 | 20:18:14] [sirvel_wolf]: .crime 

[27.1.2021 | 20:18:16] [sirvel_wolf]: .dep all 

[27.1.2021 | 20:18:24] [sirvel_wolf]: .bal 

[27.1.2021 | 20:20:40] [🐬 Bluenade_]: .work 

[27.1.2021 | 20:20:42] [🐬 Bluenade_]: .slut 

[27.1.2021 | 22:6:38] [sirvel_wolf]: .collect-income 

[27.1.2021 | 22:6:40] [sirvel_wolf]: .crime 

[27.1.2021 | 22:6:45] [sirvel_wolf]: .dep all 

[27.1.2021 | 22:6:47] [NoOne]: . collect-income 

[27.1.2021 | 22:6:49] [sirvel_wolf]: .bal 

[27.1.2021 | 22:6:53] [NoOne]: .work 

[27.1.2021 | 22:6:57] [NoOne]: .slut 

[27.1.2021 | 22:6:57] [sirvel_wolf]: .top 

[27.1.2021 | 22:6:58] [NoOne]: .crime 

[27.1.2021 | 22:7:1] [NoOne]: .dep all 

[27.1.2021 | 22:11:16] [Rycesz]: .collect-income 

[27.1.2021 | 22:11:26] [Rycesz]: .work 

[27.1.2021 | 22:11:31] [Rycesz]: .slut 

[27.1.2021 | 22:11:38] [🐬 Bluenade_]: .work 

[27.1.2021 | 22:11:41] [Rycesz]: .dep all 

[27.1.2021 | 22:11:42] [🐬 Bluenade_]: .slut 

[27.1.2021 | 22:11:44] [🐬 Bluenade_]: .dep all 

[27.1.2021 | 22:11:54] [🐬 Bluenade_]: .collect-income 

[27.1.2021 | 22:11:58] [🐬 Bluenade_]: .dep all 

[27.1.2021 | 23:45:29] [Invejosa]: Na pocieszenie :) 

[27.1.2021 | 23:45:35] [🐬 Bluenade_]: aww 

[27.1.2021 | 23:45:38] [🐬 Bluenade_]: dziękuje 

[27.1.2021 | 23:48:0] [Invejosa]: Nie potrzebowałam, ale dziękuję 

[27.1.2021 | 23:49:49] [🐬 Bluenade_]: nie nażekaj już 

[27.1.2021 | 23:50:12] [Invejosa]: No dobrze, Blue 

[27.1.2021 | 23:50:41] [🐬 Bluenade_]: Oliwia jestem 

[27.1.2021 | 23:50:45] [🐬 Bluenade_]: jak cuś 

[27.1.2021 | 23:51:27] [Invejosa]: Skąd znasz moje imie? 

[27.1.2021 | 23:52:12] [Invejosa]: Aahhh... To Twoje imie! 

[27.1.2021 | 23:52:21] [Invejosa]: Coś dzisiaj nie kontaktuje prawidłowo... 

[27.1.2021 | 23:52:25] [NoOne]: Nie łatwiej napisać 

[27.1.2021 | 23:52:26] [Invejosa]: Ja też mam na imię Oliwia 

[27.1.2021 | 23:52:33] [NoOne]: Że imienniczka 

[27.1.2021 | 23:56:42] [🐬 Bluenade_]: magic 

[28.1.2021 | 9:52:33] [Shibe]: . collect-income 

[28.1.2021 | 9:52:36] [Shibe]: .work 

[28.1.2021 | 9:52:38] [Shibe]: .crime 

[28.1.2021 | 9:52:39] [Shibe]: .slut 

[28.1.2021 | 9:52:45] [Shibe]: .dep all 

[28.1.2021 | 9:52:47] [Shibe]: .bal 

[28.1.2021 | 9:53:36] [Shibe]: .top 

[28.1.2021 | 10:0:45] [🐬 Bluenade_]: .collect-income 

[28.1.2021 | 10:0:51] [🐬 Bluenade_]: .work 

[28.1.2021 | 10:0:56] [🐬 Bluenade_]: .slut 

[28.1.2021 | 10:1:0] [🐬 Bluenade_]: .dep all 

[28.1.2021 | 10:18:52] [💜-Agatka007-💜]: .work 

[28.1.2021 | 10:18:55] [💜-Agatka007-💜]: .crime 

[28.1.2021 | 10:18:58] [💜-Agatka007-💜]: .slut 

[28.1.2021 | 10:19:1] [💜-Agatka007-💜]: .dep all 

[28.1.2021 | 10:19:13] [💜-Agatka007-💜]: .collect-income 

[28.1.2021 | 10:19:17] [💜-Agatka007-💜]: .bal 

[28.1.2021 | 10:19:24] [💜-Agatka007-💜]: .top 

